acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.260,-1.107,0.285,-32.532,-49.561,24.048
-0.256,-1.160,0.259,-35.522,-54.382,28.137
-0.183,-1.236,0.135,-50.964,-64.941,30.884
-0.077,-1.412,-0.015,-69.702,-82.703,41.748
0.058,-1.984,-0.138,-75.500,-109.558,76.416
0.121,-2.209,-0.250,-72.388,-142.029,129.883
0.344,-2.346,-0.579,-104.675,-192.383,203.430
0.492,-2.453,-0.858,-79.102,-238.770,251.709
0.525,-2.323,-0.982,-30.457,-257.874,269.653
0.593,-1.718,-0.442,105.591,-186.035,251.953
0.932,-1.146,0.035,127.380,-90.393,209.656
1.076,-1.054,0.049,110.962,364.014,10.071
0.849,-0.794,-0.309,220.459,660.950,-145.142
1.138,-0.507,-0.497,396.973,837.219,-306.030
1.370,-0.267,-0.087,540.833,914.429,-451.050
1.155,-0.447,1.070,500.732,991.150,-541.565
1.222,-1.092,2.016,405.395,1048.889,-531.006
2.896,-1.955,0.395,274.597,616.516,-203.674
2.709,-2.042,0.859,316.772,397.156,-59.631
1.430,-1.645,1.918,70.557,-68.359,164.246
0.477,-0.962,2.182,-158.447,-120.850,119.019
-0.029,-0.627,1.571,-207.642,-50.293,23.621
-0.119,-0.682,1.369,-175.415,38.330,-53.589
-0.291,-1.106,1.036,-128.296,95.886,-70.007
-0.472,-1.192,0.444,-127.319,103.149,-25.513
-0.731,-0.954,0.321,-37.964,-27.100,-11.414
-0.722,-0.964,0.361,-10.559,-44.128,-18.066
-0.701,-0.983,0.434,15.137,-54.443,-22.888
-0.684,-1.056,0.396,31.311,-66.162,-18.250
-0.657,-1.012,0.353,21.729,-90.576,-11.963
-0.652,-1.040,0.258,-2.014,-109.497,-5.920
-0.675,-0.949,0.248,-18.982,-124.329,6.409
