acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.853,-0.367,0.907,94.543,409.363,471.313
1.561,-0.354,2.259,81.909,378.906,493.164
2.429,-2.574,3.891,111.023,354.004,486.084
2.618,-3.630,3.677,-60.181,208.374,549.316
2.727,-4.000,2.843,-271.667,-24.658,746.643
2.552,-3.983,1.995,-334.167,-189.148,919.250
2.602,-3.988,0.018,-408.325,-298.950,895.996
0.829,-4.000,-1.864,-321.106,-447.571,843.567
0.017,-3.993,-1.309,-206.665,-470.276,712.524
-0.359,-3.648,-0.904,15.137,-330.078,286.743
-0.484,-3.243,-0.381,-9.644,-264.343,170.105
-0.260,-2.709,-0.489,-106.201,-115.662,79.041
0.281,-1.904,-0.823,-96.619,-32.288,117.676
0.438,-1.393,-0.605,-10.498,-59.875,133.240
0.238,-1.047,0.485,99.121,-77.820,10.376
0.210,-1.085,0.358,168.945,-91.431,-66.528
0.134,-1.209,0.451,204.468,-79.895,-59.998
0.110,-1.321,0.476,187.866,-65.247,-60.425
0.081,-1.479,0.407,148.193,-56.396,-65.613
0.040,-1.425,0.292,139.343,-53.284,-66.528
-0.070,-1.310,0.320,175.232,-42.542,-70.312
-0.127,-1.298,0.227,198.975,-33.142,-87.769
-0.208,-1.286,0.077,218.262,-43.030,-116.394
-0.322,-1.300,-0.043,227.112,-67.566,-150.269
-0.403,-1.347,-0.141,229.797,-95.032,-175.537
-0.475,-1.533,-0.156,249.145,-114.563,-169.128
-0.706,-1.686,-0.076,262.573,-107.666,-119.141
-0.696,-1.346,-0.160,243.652,-92.102,-125.977
-0.675,-1.108,-0.366,245.789,-87.524,-145.142
-0.722,-1.080,-0.475,301.514,-92.773,-201.172
-0.777,-1.171,-0.509,310.730,-105.103,-207.703
-0.809,-0.954,-0.495,275.146,-117.432,-199.646
-0.795,-0.705,-0.556,246.704,-125.244,-186.462
