acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.570,-0.202,1.076,19.836,238.342,286.804
-0.800,-0.032,1.659,38.452,315.247,374.207
-0.919,0.197,1.912,99.976,296.875,382.141
-0.757,-0.091,2.014,30.090,148.132,308.167
-0.465,-1.675,2.671,-79.285,-57.983,244.324
-0.503,-3.648,3.487,-10.376,-226.013,263.855
0.107,-4.000,2.451,-125.854,-398.865,237.610
0.626,-3.983,1.758,-197.021,-581.909,89.050
1.182,-4.000,0.418,-56.213,-754.700,-128.540
1.585,-3.959,0.719,-75.317,-774.353,-518.677
2.772,-3.754,0.211,-71.899,-711.426,-602.600
4.000,-3.599,-1.557,-61.340,-601.624,-631.348
3.643,-2.838,-2.096,43.335,-636.414,-484.131
2.068,-0.892,0.026,178.467,-566.772,-337.097
1.678,-0.204,0.648,204.468,-373.474,-272.766
1.492,-0.050,0.368,76.904,-119.202,-255.554
1.219,-0.261,-0.132,6.714,-55.054,-228.149
1.012,-0.560,-0.472,2.563,-47.852,-199.463
0.837,-0.830,-0.664,37.109,-77.209,-78.308
0.152,-0.626,-1.022,15.808,-28.809,14.465
0.111,-0.672,-1.066,25.879,-32.898,31.128
-0.030,-0.638,-1.058,-1.526,-42.236,57.556
-0.087,-0.603,-1.068,-54.504,-29.663,69.519
-0.109,-0.499,-1.042,-48.096,-15.686,55.725
-0.094,-0.690,-0.916,-5.493,8.057,23.254
-0.125,-0.760,-1.022,-12.756,30.334,34.424
-0.100,-0.626,-1.089,-20.020,32.104,41.077
-0.095,-0.498,-1.112,-1.648,28.320,49.255
-0.069,-0.505,-1.081,24.719,28.870,50.598
-0.112,-0.613,-1.013,46.631,36.377,61.401
-0.176,-0.649,-0.942,44.128,48.950,71.167
-0.186,-0.603,-0.964,21.606,54.382,64.209
-0.125,-0.568,-0.993,10.071,47.241,45.044
