acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.733,-0.047,1.042,77.271,256.836,262.939
0.754,-0.099,1.621,70.496,257.812,286.438
0.913,-0.539,2.337,80.200,236.755,304.443
0.937,-1.948,3.107,4.944,177.795,390.869
0.476,-3.230,3.784,-229.004,112.671,531.982
0.120,-3.788,3.301,-418.457,29.968,606.873
0.337,-4.000,1.570,-471.558,-166.443,552.673
0.180,-4.000,-0.023,-542.358,-405.151,414.490
-0.903,-3.999,-2.511,-484.680,-570.007,271.545
-1.182,-4.000,-2.673,-401.123,-546.021,221.497
-0.997,-3.281,-1.623,-252.258,-376.099,55.481
-0.661,-2.511,-1.371,-226.746,-141.968,-101.624
-0.471,-2.209,-1.338,-198.914,66.101,-102.234
-0.197,-1.644,-1.337,-126.831,49.500,-11.108
-0.003,-1.312,-0.957,-47.363,-20.508,50.293
-0.081,-1.220,-0.269,25.635,-60.852,76.782
-0.297,-1.266,0.583,62.317,-21.729,7.690
-0.286,-1.436,0.553,19.592,-0.183,11.536
-0.220,-1.320,0.382,-2.747,-6.348,36.255
-0.270,-1.243,0.380,91.187,-72.876,-11.658
-0.273,-1.274,0.373,89.783,-68.970,-18.372
-0.295,-1.246,0.302,98.877,-62.561,-20.264
-0.352,-1.137,0.283,104.980,-57.678,-29.114
-0.405,-1.102,0.327,97.534,-44.617,-46.814
-0.411,-1.158,0.184,83.130,-27.893,-54.626
-0.425,-1.148,-0.026,84.900,-41.931,-51.453
-0.488,-1.064,-0.090,107.178,-74.829,-49.866
-0.621,-1.071,-0.009,133.301,-127.075,-71.045
-0.682,-1.156,0.061,129.639,-133.667,-73.181
-0.673,-1.117,0.089,128.357,-128.967,-65.552
-0.612,-0.974,0.002,135.559,-127.625,-58.838
