acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.123,-0.734,1.534,58.594,439.819,434.204
-0.203,-0.916,2.210,84.595,486.267,511.414
-0.465,-1.354,3.784,-12.695,576.294,551.514
-0.166,-1.599,3.352,-256.165,633.911,560.791
0.274,-2.944,2.323,-107.788,483.704,682.556
0.438,-3.666,1.685,-19.287,110.596,890.869
-0.478,-3.670,2.173,-229.797,-301.086,968.628
-0.952,-3.905,2.223,-358.337,-309.875,957.642
-0.121,-3.631,-0.538,-381.775,-309.753,741.638
-0.517,-4.000,-1.353,-240.356,-453.125,374.084
-1.063,-3.373,-0.456,-214.355,-388.489,113.770
-1.089,-2.204,-1.032,-43.945,-292.786,60.913
-0.724,-2.207,-0.884,-37.354,-41.199,-23.193
-0.333,-2.251,-0.484,-346.802,55.847,56.702
-0.114,-1.157,-0.348,-298.218,85.815,145.264
-0.022,-0.920,0.736,107.727,-65.186,-19.165
-0.060,-1.197,0.746,107.849,-56.885,11.353
-0.104,-1.107,0.897,50.598,-27.527,52.063
-0.015,-0.925,0.799,71.777,-5.310,46.143
0.065,-1.043,0.537,107.666,-35.095,-33.203
0.102,-1.089,0.441,103.149,-52.612,-22.156
0.077,-1.171,0.353,116.577,-76.477,-0.061
-0.079,-1.116,0.478,118.408,-97.595,15.686
-0.070,-1.056,0.467,117.310,-108.765,2.380
-0.097,-1.146,0.357,154.480,-118.408,-16.235
-0.201,-1.293,0.259,217.407,-139.282,-25.330
-0.293,-1.389,0.245,238.098,-150.879,-26.855
-0.358,-1.463,0.319,211.731,-167.847,-28.687
-0.454,-1.486,0.269,158.386,-164.307,-24.963
-0.457,-1.358,0.007,137.451,-164.612,-20.081
-0.504,-1.268,-0.204,177.673,-169.434,-13.916
-0.579,-1.248,-0.173,248.413,-163.025,-6.531
-0.609,-1.197,-0.239,288.086,-136.780,2.258
-0.591,-1.157,-0.341,279.724,-131.592,1.465
-0.581,-1.096,-0.543,254.211,-129.822,-4.578
-0.643,-1.071,-0.517,251.038,-122.192,-7.385
-0.644,-1.041,-0.478,264.709,-101.685,-8.362
-0.546,-0.900,-0.587,264.465,-80.139,-15.381
