acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.041,-1.070,0.592,-218.445,-188.965,4.761
-0.008,-1.414,0.513,-223.083,-196.045,32.776
-0.054,-1.861,0.419,-184.021,-217.285,89.233
-0.006,-1.967,0.300,-107.971,-242.920,129.883
0.247,-2.116,0.197,-22.705,-268.982,124.512
0.608,-2.478,0.465,35.522,-248.291,105.347
1.150,-2.853,0.444,26.428,-167.908,104.248
1.686,-3.190,0.124,16.174,-122.009,108.826
1.723,-3.213,0.310,21.790,69.946,131.226
1.370,-2.673,0.877,127.747,310.120,112.305
1.211,-1.574,1.191,248.901,584.351,22.949
1.304,-0.868,0.922,258.362,798.218,-164.490
1.151,-0.864,0.869,293.335,944.641,-411.682
0.612,-1.645,0.819,305.847,1090.881,-627.625
0.865,-1.104,0.113,383.240,1056.274,-704.834
2.222,-0.898,0.131,527.649,869.018,-711.548
3.414,-1.695,1.524,323.975,540.100,-534.729
3.415,-1.205,2.422,17.517,193.115,-227.661
2.244,-0.361,2.431,-86.487,-27.344,49.255
0.675,0.482,2.063,-0.183,-92.590,154.419
-0.434,0.398,1.866,67.688,-68.787,119.202
-0.792,-0.127,1.631,-37.964,-1.709,39.246
-0.794,-0.405,1.125,-140.686,66.772,-17.822
-0.841,-0.441,0.690,-170.959,99.487,-40.588
-0.681,-0.766,0.571,-21.973,-63.171,-30.701
-0.834,-0.874,0.199,2.014,-197.815,64.392
