acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.812,-0.228,0.838,145.569,384.094,225.952
0.772,-0.351,2.070,112.854,350.220,339.416
0.749,-0.546,2.701,81.970,343.811,376.953
0.471,-1.433,2.777,-76.538,265.564,452.637
0.076,-2.496,2.348,-294.617,-27.588,572.571
-0.518,-3.819,2.178,-286.682,-116.638,604.553
-0.845,-4.000,1.484,-427.917,-330.872,471.741
-0.461,-3.988,-0.006,-561.096,-476.624,258.789
-0.209,-3.812,-1.279,-458.923,-607.727,133.972
-0.354,-3.954,-1.726,-206.421,-652.649,93.628
-0.369,-3.266,-0.651,-76.599,-514.771,65.063
0.199,-1.908,0.030,-208.679,-232.056,-25.696
0.635,-1.980,-0.977,-307.251,-5.493,-81.116
0.625,-1.833,-1.466,-143.188,15.137,5.859
0.470,-1.411,-1.308,-43.701,-96.191,77.148
-0.133,-1.275,0.305,90.881,-86.975,-7.263
-0.141,-1.305,0.344,48.462,-37.537,-2.747
-0.162,-1.121,0.260,-10.193,-1.831,8.606
-0.225,-1.115,0.180,40.771,-43.213,4.761
-0.267,-1.223,0.033,81.299,-40.405,-10.925
-0.256,-1.176,0.023,90.393,-31.067,12.451
-0.301,-1.188,-0.183,76.233,-27.649,-9.460
-0.298,-1.187,-0.283,123.352,-32.532,11.108
-0.300,-1.167,-0.337,135.315,-48.767,11.963
-0.363,-1.215,-0.287,130.188,-61.523,5.188
-0.461,-1.245,-0.166,124.023,-54.199,1.465
-0.500,-1.221,-0.141,128.235,-34.424,-0.488
-0.501,-1.228,-0.220,125.732,-23.621,-1.160
-0.508,-1.149,-0.402,119.019,-30.823,-2.502
-0.552,-1.044,-0.422,129.761,-46.326,-13.184
-0.570,-1.024,-0.421,210.632,-64.880,-25.635
-0.505,-1.089,-0.505,228.516,-72.998,-26.489
-0.483,-1.075,-0.579,206.543,-104.248,-28.625
-0.513,-0.897,-0.531,192.139,-111.389,-34.058
