acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.582,-0.469,0.975,-198.608,87.402,60.913
-0.609,-0.275,1.165,-189.697,73.547,64.453
-0.691,-0.352,1.436,-196.899,59.326,60.608
-0.730,-0.562,1.571,-210.022,43.396,70.435
-0.683,-0.489,1.518,-214.111,23.743,77.087
-0.553,-0.446,1.445,-175.476,-1.038,70.435
-0.425,-0.678,1.559,-162.048,-1.221,73.853
-0.339,-0.768,1.602,-145.813,8.911,96.619
-0.297,-0.746,1.571,-127.014,20.569,124.268
-0.084,-0.849,1.459,-54.565,14.893,159.180
-0.067,-0.868,1.734,-35.828,19.104,170.044
-0.100,-0.852,1.852,-40.222,27.893,170.532
-0.055,-0.763,1.931,-23.560,58.105,167.847
-0.021,-0.789,2.109,-5.371,67.932,170.837
0.055,-0.783,2.267,36.011,102.112,197.937
0.154,-0.718,2.147,57.190,124.573,214.355
0.177,-0.810,1.879,109.497,124.939,223.511
0.132,-1.032,2.016,139.526,119.080,218.201
0.117,-0.984,2.108,132.019,134.216,179.443
0.092,-0.588,1.917,180.115,171.814,47.791
0.082,-0.408,1.682,248.413,180.603,-86.304
0.063,-0.478,1.536,300.476,169.983,-234.558
-0.057,-0.269,1.435,304.688,150.146,-397.583
-0.492,0.461,1.005,284.607,56.885,-878.235
0.124,-0.346,1.343,49.988,36.133,-965.637
0.382,-0.488,1.243,-117.493,14.343,-924.560
1.126,-1.235,0.258,2.136,-38.635,-725.708
1.698,-1.752,-0.162,142.822,-145.874,-346.313
1.140,0.181,0.621,253.052,-262.451,-0.793
0.441,0.537,1.501,198.364,-217.346,-13.184
0.222,0.461,1.814,127.563,-148.926,-36.316
0.005,0.306,1.516,-25.940,3.052,-73.792
