acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.244,-0.525,1.211,-173.035,45.410,50.354
-0.327,-0.339,1.232,-192.078,38.940,52.673
-0.387,-0.304,1.347,-168.884,5.188,26.367
-0.349,-0.393,1.429,-165.405,-2.380,23.376
-0.271,-0.507,1.542,-174.561,-4.822,27.283
-0.218,-0.591,1.458,-179.443,-2.258,44.739
-0.218,-0.526,1.365,-155.457,-3.479,71.045
-0.221,-0.510,1.404,-101.257,-0.977,88.257
-0.094,-0.724,1.568,-36.865,1.099,98.877
-0.003,-0.900,1.632,-16.846,-0.793,119.995
0.042,-0.773,1.760,-6.226,-0.549,130.493
-0.011,-0.753,1.917,44.922,18.677,138.367
0.008,-0.826,2.102,86.182,41.565,139.648
0.104,-1.127,2.370,122.742,65.979,151.245
0.093,-1.196,2.310,186.951,84.290,186.462
0.079,-1.176,2.223,240.540,86.487,187.622
0.061,-1.197,2.209,270.630,90.942,177.002
0.070,-1.480,2.069,392.700,125.122,114.258
0.063,-1.056,2.138,439.880,171.387,15.198
-0.091,-0.412,2.306,431.824,213.379,-62.866
-0.154,0.030,1.663,390.686,322.449,-326.660
1.086,-0.995,-0.183,391.174,179.932,-631.653
1.290,-1.489,0.129,293.640,53.284,-454.895
1.226,-1.728,0.701,80.872,-81.055,-157.715
0.794,-0.547,0.903,89.966,-146.179,63.538
0.170,0.181,1.198,152.222,-106.201,44.189
-0.003,-0.101,1.369,78.369,-62.927,-2.258
