acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.245,-1.013,1.310,-180.359,46.204,205.994
-0.234,-1.117,1.142,-205.933,57.495,208.740
-0.163,-0.930,0.899,-224.915,40.283,182.190
-0.069,-1.372,1.022,-200.684,-2.869,126.404
-0.180,-1.807,1.332,-205.627,-26.855,105.713
-0.381,-1.454,1.428,-190.674,-15.625,98.999
-0.340,-1.213,1.407,-111.450,39.673,66.772
-0.149,-1.154,1.172,-88.928,49.988,59.265
-0.005,-0.957,1.093,-36.621,26.794,55.298
-0.092,-0.901,1.328,-30.029,17.029,66.040
-0.115,-0.694,1.432,-26.917,23.010,87.708
-0.059,-0.503,1.437,-25.513,29.175,99.792
0.064,-0.505,1.449,-38.269,34.485,110.046
0.165,-0.615,1.488,-57.800,46.204,129.822
0.248,-0.794,1.537,-51.697,61.340,159.424
0.389,-1.210,1.710,-1.160,71.472,190.430
0.463,-1.608,1.965,64.636,88.379,216.309
0.517,-1.800,1.974,110.657,115.662,237.976
0.911,-2.655,1.806,166.687,141.785,266.907
0.758,-2.404,1.660,315.552,198.242,325.317
0.455,-1.381,1.849,406.372,252.502,196.411
0.043,-0.758,2.028,382.324,340.393,-93.628
-0.291,-0.128,1.157,323.669,365.417,-461.487
-0.987,0.269,0.929,331.238,309.326,-856.018
-1.546,-0.075,1.505,317.383,296.082,-1171.265
0.363,-1.996,1.145,168.457,226.990,-1228.455
1.716,-2.514,0.166,84.839,138.000,-1101.257
1.858,-2.035,-0.052,-26.672,-120.422,-663.574
1.187,-1.510,1.116,231.812,-284.973,1.099
0.717,-0.317,1.889,205.261,-179.749,139.893
0.406,0.501,1.316,135.132,-112.183,115.906
