acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.183,-0.764,1.217,-149.109,142.273,235.840
-0.269,-0.958,1.460,-145.569,127.625,249.695
-0.223,-0.838,1.473,-152.039,115.601,253.235
-0.175,-0.763,1.525,-183.838,66.406,221.191
-0.223,-0.847,1.729,-215.637,47.974,160.706
-0.227,-0.988,1.930,-222.717,54.626,116.882
-0.060,-1.151,1.763,-196.716,65.308,103.577
0.025,-1.230,1.542,-130.249,45.776,129.517
0.037,-1.200,1.538,-109.680,34.973,137.390
0.035,-1.214,1.557,-18.066,16.296,167.541
0.073,-1.263,1.813,78.613,15.930,193.115
0.164,-1.279,2.267,132.202,36.804,215.820
0.407,-1.025,2.413,138.245,72.632,227.539
0.482,-0.985,2.268,247.253,89.722,244.629
0.612,-1.075,2.352,339.416,81.177,249.695
0.741,-1.190,2.575,315.613,119.995,236.023
0.779,-1.135,2.455,292.114,142.395,222.412
0.917,-0.827,1.890,263.367,178.650,168.945
0.782,-0.126,1.340,228.699,197.449,-25.879
-0.248,0.602,1.113,200.623,177.307,-587.219
-0.284,-1.888,0.983,-138.977,108.093,-1133.606
-0.251,-1.844,0.751,-212.036,98.511,-1084.961
0.060,-1.323,-0.016,-149.475,61.646,-926.941
0.611,-2.089,0.068,218.018,38.208,-554.993
1.323,-2.247,0.378,178.040,28.564,-375.854
1.413,-0.562,0.077,-25.085,-91.675,43.518
-0.146,-0.135,1.238,87.830,-153.809,98.083
-0.422,-0.094,1.256,-37.170,-59.082,103.577
