acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.447,-0.175,1.146,-226.685,58.716,25.635
-0.431,-0.250,1.365,-225.403,55.481,20.020
-0.365,-0.387,1.437,-247.314,53.345,22.583
-0.354,-0.520,1.362,-252.869,50.415,28.320
-0.346,-0.646,1.347,-221.374,35.522,62.805
-0.321,-0.602,1.409,-189.697,40.833,84.961
-0.255,-0.574,1.284,-127.014,36.560,97.961
-0.225,-0.441,1.611,-106.140,32.654,100.403
-0.278,-0.591,1.698,-70.190,44.189,108.276
-0.216,-0.552,1.638,-45.410,46.387,109.741
-0.178,-0.633,1.743,-7.507,44.983,119.141
-0.180,-0.752,2.036,24.719,53.772,136.902
-0.163,-0.884,2.257,65.002,72.327,160.706
-0.054,-1.094,2.404,137.085,94.666,211.792
-0.053,-1.062,2.353,181.152,97.107,235.046
-0.099,-1.069,2.323,240.234,94.604,230.041
-0.099,-1.419,2.378,298.218,104.858,212.158
-0.071,-1.594,2.269,351.501,128.113,189.026
-0.010,-1.301,2.024,410.156,157.104,119.812
0.067,-0.798,1.621,465.637,173.584,-25.330
-0.145,-0.473,1.479,496.765,199.402,-240.234
-0.273,-0.388,1.207,530.823,276.001,-561.035
0.926,-3.305,1.484,337.585,434.509,-874.023
1.120,-3.283,1.279,-171.570,344.421,-792.602
1.477,-1.547,-0.458,-248.169,24.170,-497.436
1.104,-1.507,0.549,349.365,-208.374,-144.775
0.681,-0.695,1.208,329.834,-291.565,54.504
0.197,-0.136,1.517,87.280,-193.604,44.739
-0.019,-0.401,1.588,44.434,-12.939,33.997
