acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.368,-0.283,1.158,-188.782,31.311,11.169
-0.434,-0.426,1.353,-187.378,35.767,3.357
-0.415,-0.392,1.303,-207.458,52.551,6.897
-0.389,-0.314,1.161,-231.689,54.382,0.488
-0.332,-0.348,1.163,-223.755,45.105,-3.174
-0.276,-0.440,1.267,-209.412,28.137,-2.808
-0.326,-0.511,1.227,-191.406,19.470,12.024
-0.284,-0.459,1.448,-159.668,17.639,32.532
-0.240,-0.689,1.437,-124.695,32.593,66.284
-0.193,-0.842,1.459,-92.285,31.128,104.553
-0.251,-0.778,1.634,-61.584,38.086,140.259
-0.236,-0.626,1.691,-34.363,51.331,150.696
-0.101,-0.675,1.742,2.991,45.776,150.391
-0.123,-0.907,2.055,55.054,40.833,161.621
-0.180,-1.203,2.214,90.637,64.514,197.754
-0.192,-1.292,2.062,171.448,74.402,238.159
-0.200,-1.817,2.273,286.987,61.707,267.822
-0.197,-1.957,2.579,337.097,83.374,278.992
-0.126,-1.638,2.478,325.256,105.652,260.681
-0.076,-1.403,2.282,315.430,153.442,188.721
-0.008,-0.904,1.627,360.168,181.213,86.487
-0.016,-0.655,1.254,470.581,171.631,-119.507
-0.125,-0.504,1.179,496.643,169.006,-206.665
-0.310,-0.384,1.263,500.000,204.407,-385.315
1.152,-1.596,0.825,268.494,178.589,-738.403
1.257,-1.931,0.919,-14.709,46.692,-543.213
1.227,-1.326,0.630,77.698,-64.087,-263.611
1.084,-0.943,0.776,293.640,-117.004,-39.795
0.619,-0.379,1.220,263.611,-128.906,47.180
0.222,-0.223,1.209,122.375,-93.323,35.156
