acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.323,-0.580,1.040,-289.124,83.801,175.415
-0.388,-0.836,1.090,-308.228,86.243,174.805
-0.394,-0.951,1.076,-316.467,75.500,188.232
-0.388,-0.938,1.216,-289.246,49.072,210.571
-0.485,-1.036,1.606,-254.883,11.047,210.388
-0.505,-1.447,1.676,-258.118,-0.793,210.876
-0.506,-1.398,1.530,-291.748,-50.049,227.112
-0.547,-1.029,1.486,-286.072,-63.171,196.106
-0.444,-0.786,1.577,-230.225,-44.189,107.727
-0.326,-0.844,1.635,-214.111,-32.715,84.473
-0.016,-1.042,1.461,-200.500,-8.057,66.528
0.130,-1.061,1.120,-180.115,1.709,80.322
0.176,-0.976,1.097,-90.271,-22.278,130.798
0.088,-1.005,1.516,-22.095,-16.541,168.640
0.001,-1.018,1.869,17.517,17.944,202.576
0.020,-0.836,1.880,47.424,47.119,212.524
0.107,-0.895,1.990,77.332,69.214,210.266
0.139,-1.047,1.995,110.718,88.928,217.590
0.170,-0.986,1.852,161.011,83.801,207.153
0.159,-1.164,2.078,201.355,77.942,169.495
0.231,-1.688,2.367,222.900,100.586,133.301
0.172,-1.069,1.915,280.884,138.428,32.532
0.137,-0.673,1.534,330.872,138.733,-41.565
0.116,-0.875,1.604,432.495,168.884,-304.932
0.044,-0.683,1.422,426.575,194.641,-388.123
-0.043,-0.421,1.195,309.692,251.465,-633.667
0.180,-0.818,1.065,-234.253,103.394,-962.036
0.519,-0.886,0.715,-306.091,59.875,-914.673
1.147,-1.662,-0.071,142.822,47.424,-473.816
1.647,-1.578,-0.134,209.045,30.701,-287.476
2.014,-0.526,-0.359,125.244,-82.642,-40.649
0.304,-0.257,1.785,270.203,-185.120,38.574
0.026,-0.264,1.714,135.620,-73.914,71.838
