acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.426,-0.902,0.864,-248.596,9.338,392.334
0.521,-1.130,0.932,-231.079,23.804,396.362
0.561,-1.135,0.862,-217.651,29.236,400.452
0.654,-0.860,0.671,-141.113,15.686,393.249
0.959,-0.496,0.896,-31.677,-49.194,296.753
1.028,-0.563,1.304,-24.536,-43.762,240.173
1.183,-0.692,1.657,-39.001,-4.272,195.068
1.400,-0.726,1.742,-54.077,46.753,161.621
1.514,-0.775,1.535,-50.232,80.627,131.836
1.572,-0.852,1.184,-27.649,85.999,112.671
1.637,-0.915,0.933,2.319,70.679,89.783
1.358,-0.668,0.609,31.982,19.897,-28.809
-0.570,1.652,1.204,-25.879,-24.536,-794.128
-2.163,1.345,1.003,-119.995,-15.930,-1329.529
-3.000,0.509,1.258,-263.977,-85.693,-1768.616
-2.613,-1.198,2.439,-553.101,-139.465,-2000.000
-1.908,-3.732,1.452,-527.954,-81.970,-1904.663
-0.123,-3.914,-2.344,45.654,35.339,-1430.664
1.467,-2.221,-0.560,337.707,45.471,-678.833
1.288,-0.772,1.722,-144.653,298.767,-284.851
1.268,-0.512,0.816,-94.788,308.044,-140.381
1.315,0.302,0.151,-73.364,211.304,-80.750
0.333,0.289,1.332,-5.981,-35.400,95.642
0.134,0.307,1.269,-12.512,-37.415,87.585
0.049,0.232,1.302,-29.663,-35.461,78.552
0.035,0.259,1.216,-35.156,-25.391,67.810
0.126,0.241,1.191,-28.748,-27.283,59.387
0.245,0.194,1.168,-21.057,-41.138,36.133
0.359,0.064,1.157,-21.851,-47.974,34.790
0.424,-0.072,1.148,-33.264,-72.632,62.256
