acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.118,-0.507,1.129,-135.559,-67.627,208.923
0.162,-0.498,1.220,-135.803,-38.696,166.016
0.236,-0.520,1.203,-136.475,-17.944,127.136
0.313,-0.523,1.164,-121.155,-15.991,97.107
0.328,-0.538,1.142,-100.220,-31.738,75.500
0.176,-0.364,1.360,-105.103,-33.997,44.067
0.121,-0.261,1.413,-116.943,-11.353,19.165
0.132,-0.200,1.308,-121.521,-2.075,9.399
0.123,-0.093,1.212,-68.420,-7.324,-9.705
0.080,-0.165,1.236,-45.532,-4.150,19.226
0.014,-0.054,1.272,-16.052,4.150,42.236
0.150,-0.041,1.319,20.142,21.790,44.067
0.318,-0.322,1.408,25.269,28.564,44.006
0.419,-0.544,1.372,30.457,37.537,64.636
0.504,-0.667,1.327,46.875,26.794,69.275
0.426,-0.798,1.339,79.590,17.090,52.124
0.402,-0.880,1.438,85.937,18.555,-7.507
0.331,-0.974,1.536,35.278,42.480,-119.080
0.411,-0.536,1.158,4.395,50.232,-313.965
0.176,-1.091,0.701,44.861,-9.216,-1014.709
0.090,-1.590,0.974,50.232,84.534,-1312.866
0.389,-2.417,0.722,-9.583,133.179,-1392.212
1.030,-2.944,-0.107,-236.023,173.828,-1436.645
1.879,-2.274,-1.407,-45.471,77.881,-1253.479
1.831,-2.392,-0.016,131.836,54.016,-893.616
1.813,-2.883,1.870,29.785,187.561,-403.564
1.693,-1.838,1.171,-112.366,279.419,-15.381
1.494,1.603,-0.418,-114.319,209.106,44.556
1.357,1.404,-0.342,-57.373,38.940,-134.460
0.469,-0.437,1.706,-8.789,-49.316,-65.125
0.340,-0.077,1.673,-93.079,105.286,52.246
0.469,-0.112,1.234,19.714,-50.659,101.013
0.389,-0.092,1.407,6.958,-38.147,139.893
