acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.139,-0.927,0.908,87.585,-207.947,556.763
-0.226,-1.032,1.015,64.819,-214.233,610.229
-0.245,-1.071,1.090,-0.122,-191.467,665.955
-0.269,-1.172,0.971,-18.860,-179.626,682.800
-0.267,-1.060,0.885,-68.665,-138.794,722.168
-0.146,-0.924,0.836,-86.365,-103.699,721.741
0.585,-0.887,0.599,-127.686,-77.271,358.032
0.673,-0.886,0.665,-161.438,-61.523,331.726
0.824,-0.910,0.641,-195.251,-29.785,282.288
0.861,-0.957,0.615,-182.068,-5.371,227.112
1.088,-1.317,0.830,-101.257,19.287,220.520
1.271,-0.871,0.887,-49.744,26.001,224.487
1.155,-0.644,1.008,104.675,53.772,167.969
1.165,0.016,1.308,122.559,74.707,119.446
0.885,1.356,1.682,77.209,208.923,-241.821
0.395,1.896,1.466,53.406,297.485,-651.794
-0.198,1.545,0.844,25.574,274.841,-1095.886
-0.907,0.623,0.805,-80.933,164.368,-1500.305
-1.724,-0.786,1.576,-300.049,61.829,-1821.533
-2.382,-1.922,1.902,-441.223,23.804,-1961.243
-2.980,-2.396,0.574,-23.865,114.685,-1830.322
0.842,-3.565,-0.859,410.034,334.412,-1218.689
2.356,-2.697,1.411,-99.915,346.924,-646.301
1.710,-3.138,1.282,-73.059,224.304,-6.714
0.166,-0.989,1.466,-36.194,-39.246,120.117
1.504,-0.828,0.650,-82.153,-52.795,267.944
-0.419,-0.325,1.460,-27.893,1.343,-50.415
-0.477,-0.471,1.488,-48.767,73.181,-42.664
-0.360,-0.415,1.229,-56.274,130.066,2.808
