acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.715,-1.043,1.100,-44.128,-41.138,302.307
0.846,-1.214,1.466,-21.118,-36.438,306.274
1.075,-1.057,1.478,-37.354,-4.028,298.340
1.295,-0.838,1.268,-63.599,15.381,255.127
1.479,-0.778,1.146,-76.660,14.465,170.898
1.719,-1.201,1.151,-100.281,5.615,93.872
1.939,-1.630,1.198,-147.156,4.883,83.069
1.889,-1.628,1.094,-176.880,11.780,121.887
1.434,-1.112,0.607,-122.742,9.705,133.911
1.316,-0.505,0.578,-81.909,-21.729,58.960
1.159,-0.034,0.639,-116.150,-62.683,-169.250
0.206,0.796,0.942,-126.648,-82.764,-546.631
-1.359,0.877,1.146,-65.735,-52.734,-1185.364
-1.772,0.701,0.938,-60.364,-54.687,-1379.761
-2.272,-0.566,1.351,-119.446,-66.223,-1733.276
-1.978,-3.131,1.607,-235.168,-42.358,-1972.412
-1.619,-4.000,0.285,-96.802,-7.385,-1751.648
-0.147,-3.588,-1.184,95.764,7.019,-1496.033
2.101,-3.609,0.190,299.500,157.654,-488.464
3.633,-1.036,0.947,20.447,209.839,-126.038
2.557,-0.126,0.112,1.770,164.368,-2.502
1.317,-0.660,0.288,93.201,71.045,106.873
-0.130,0.176,1.328,36.621,-45.532,143.433
-0.224,0.124,1.425,6.226,-34.973,106.995
-0.240,0.172,1.439,-25.208,-1.709,26.611
-0.209,0.001,1.356,-26.733,28.442,-27.954
-0.149,-0.126,1.207,-24.170,47.485,-37.415
