acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.619,-0.701,0.875,-56.885,-17.517,230.225
0.589,-0.762,1.061,-49.377,-35.339,206.604
0.529,-0.771,1.159,-50.232,-23.621,192.139
0.534,-0.691,1.185,-48.645,-6.592,172.974
0.565,-0.542,1.161,-37.415,7.812,145.752
0.602,-0.457,1.118,-22.583,16.113,117.676
0.628,-0.358,1.090,-20.569,16.724,94.543
0.604,-0.281,1.086,-23.254,15.991,73.608
0.633,-0.189,1.113,-28.564,19.836,52.002
0.661,-0.239,1.068,-45.898,35.278,27.161
0.709,-0.373,0.902,-52.429,41.382,25.757
0.802,-0.456,0.809,-29.602,42.175,24.963
1.007,-0.499,1.000,8.911,47.180,4.028
1.170,-0.560,1.088,29.358,65.735,-39.551
1.270,-0.501,1.011,19.714,85.632,-116.577
1.386,-0.052,0.710,14.954,72.876,-268.555
1.182,0.409,0.881,-14.709,41.687,-509.399
0.625,0.153,1.273,-85.449,29.907,-780.456
0.293,-0.372,1.156,-268.066,-27.161,-1133.179
-1.299,-0.445,1.144,-381.531,-173.096,-1412.292
-1.919,-0.906,1.011,-311.218,-146.240,-1536.804
-1.095,-1.898,-0.559,-8.545,3.723,-1519.226
0.037,-2.644,-0.678,304.993,186.523,-1106.750
1.993,-3.211,1.176,28.870,311.890,-269.531
2.812,-0.739,0.230,-9.521,289.001,-52.368
2.545,0.888,-0.714,-22.400,-12.756,72.510
1.045,-0.158,0.740,44.983,-173.828,72.388
-0.010,-0.486,1.761,37.354,-176.758,100.464
-0.383,-0.146,1.677,-36.926,-52.063,176.208
-0.319,0.262,1.218,-36.987,14.404,152.588
-0.025,-0.415,1.177,-20.264,10.559,8.911
