acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.860,-0.462,0.947,32.471,-7.629,308.105
1.020,-0.434,1.109,30.151,-1.526,273.987
1.128,-0.414,1.157,24.109,4.150,252.563
1.059,-0.269,1.042,-25.208,16.968,135.986
0.926,-0.613,1.108,-86.975,12.329,10.132
1.201,-0.965,1.183,-107.117,24.658,4.028
1.514,-0.139,1.003,-58.716,33.264,1.221
1.365,-0.270,1.170,25.085,42.114,-34.607
1.295,-0.582,1.311,60.059,64.392,-54.749
1.532,-0.333,0.847,63.538,70.068,-117.432
1.240,0.540,0.306,42.725,27.161,-278.381
-0.018,1.461,0.502,-45.898,-111.084,-846.313
-1.603,1.234,1.557,-163.086,-131.836,-1346.557
-2.970,0.098,2.091,-338.196,-115.051,-1794.433
-3.465,-1.656,2.075,-469.543,-124.390,-2000.000
-3.869,-3.765,1.568,-202.209,-33.081,-1950.195
-2.734,-4.000,-0.511,278.198,172.363,-1509.827
0.354,-3.806,-0.422,294.434,338.501,-850.830
2.414,-1.882,1.192,-119.446,392.578,-409.607
2.622,-1.086,-0.152,-146.790,290.039,-194.946
2.011,0.420,-0.255,13.855,11.353,-54.687
1.470,0.144,0.249,-1.221,-37.048,-17.517
0.316,-0.414,1.224,-21.973,-54.932,91.858
0.230,0.314,1.228,-18.494,-17.761,145.447
0.254,0.491,1.068,-13.123,5.249,80.933
0.313,0.093,1.229,32.776,-122.070,89.844
0.264,-0.147,1.335,5.066,-114.868,125.854
0.249,-0.158,1.288,-4.272,-103.027,173.340
