acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.403,-0.391,1.167,-224.670,17.578,238.159
0.357,-0.429,1.250,-185.425,73.975,203.613
0.488,-0.522,1.274,-129.883,98.633,194.458
0.730,-0.754,1.245,-115.540,99.670,198.975
0.853,-0.910,1.258,-125.244,82.520,211.609
0.834,-0.825,1.253,-89.416,61.401,221.008
0.836,-0.767,1.226,-70.129,58.655,215.210
0.881,-0.750,1.307,-20.386,66.101,174.194
1.057,-0.661,1.291,12.024,75.745,134.094
1.258,-0.566,1.029,51.086,62.683,99.121
1.351,-0.390,0.876,79.834,36.438,67.810
1.407,-0.416,0.951,89.111,21.240,26.306
1.516,-0.428,0.967,89.172,23.437,-23.682
1.629,-0.271,0.850,65.430,32.166,-136.719
1.657,0.083,0.801,-10.376,33.447,-273.987
1.235,0.823,0.694,-117.615,39.001,-465.759
1.053,0.905,0.570,-192.200,25.879,-694.519
0.309,0.898,-1.029,-195.007,-305.542,-1356.079
-0.545,-1.175,1.443,63.477,-254.639,-1349.182
0.349,-1.018,2.431,261.658,96.436,-960.266
1.223,-3.648,1.584,118.958,359.131,-228.760
0.775,-1.510,1.500,9.399,-13.611,294.434
1.355,-0.951,1.560,25.024,-12.695,360.535
0.687,0.931,1.349,86.182,59.570,363.464
0.017,0.879,1.470,30.212,68.176,255.249
-0.282,0.059,1.383,-37.903,65.002,153.137
-0.357,-0.371,1.309,-45.776,64.026,116.760
0.191,-0.779,1.145,10.254,-86.975,55.115
0.129,-0.695,1.315,-6.592,-84.717,113.464
