acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.561,-0.766,1.163,-2.930,-80.994,221.924
0.537,-0.874,1.306,-11.230,-87.524,212.646
0.538,-0.780,1.274,-35.400,-73.730,200.256
0.574,-0.739,1.218,-33.264,-56.702,170.410
0.612,-0.740,1.227,-2.930,-38.086,107.422
0.726,-0.815,1.300,0.000,-25.879,68.726
0.829,-0.946,1.344,-9.521,-13.489,47.546
0.882,-0.928,1.325,-9.644,-7.996,41.687
0.940,-0.834,1.329,4.883,10.437,28.748
1.061,-0.735,1.319,11.841,28.809,17.883
1.168,-0.742,1.290,8.911,49.133,4.150
1.252,-0.755,1.290,1.709,67.993,-7.446
1.333,-0.673,1.262,-3.235,83.130,-26.733
1.355,-0.550,1.044,-18.860,92.102,-63.232
1.382,-0.555,0.865,-46.509,96.008,-112.976
1.326,-0.259,0.744,-112.488,94.421,-229.858
-1.198,1.363,0.486,-276.550,-97.046,-1191.956
-1.700,0.774,0.950,-314.453,-91.736,-1353.760
-1.718,-0.370,0.801,-208.557,9.399,-1637.329
-0.767,-2.647,-0.784,179.443,158.569,-1546.081
0.194,-3.130,-0.408,199.524,223.938,-1174.316
1.418,-2.090,0.945,116.821,152.100,-432.983
1.766,-0.450,1.964,150.940,153.381,-285.156
1.432,0.735,1.755,9.338,178.711,-218.750
1.141,-0.038,0.779,-102.234,111.694,-185.730
0.878,-0.203,0.886,-55.725,67.688,-116.089
0.593,-0.049,1.353,-43.274,9.949,61.768
0.361,-0.047,1.354,-78.979,6.958,104.980
0.231,0.185,1.185,-67.749,-7.629,88.196
