acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1.040,-0.229,0.561,116.089,210.510,70.801
1.339,-0.586,0.855,115.967,239.441,114.807
1.438,-1.337,1.022,166.870,334.290,327.881
1.404,-2.067,0.949,191.467,366.211,591.980
0.887,-2.484,0.611,231.140,328.857,956.543
-0.728,-3.559,0.293,293.945,209.900,1403.076
-3.240,-4.000,0.934,287.476,144.104,1656.799
-2.233,-1.741,2.564,-68.848,139.282,1713.135
0.499,1.190,2.426,-462.280,274.048,356.323
2.822,-2.151,-1.005,178.955,40.466,-365.662
0.033,-4.000,-0.183,573.425,-233.337,-68.420
-0.590,-2.219,2.313,-298.767,53.528,122.864
-0.476,-1.602,1.616,-216.125,188.965,128.113
-0.058,-1.338,-0.635,-171.692,260.559,140.625
0.287,-1.043,0.775,56.152,-80.444,25.574
0.333,-1.396,0.843,-1.953,-14.832,-17.456
0.385,-1.463,0.551,-39.551,32.410,-7.385
0.454,-1.188,0.282,-41.260,32.532,4.639
0.522,-1.161,0.400,35.950,-28.564,-51.880
0.486,-1.183,0.499,5.066,-25.146,-49.988
0.448,-1.066,0.533,-5.859,-9.521,-50.110
0.467,-1.103,0.395,11.292,-7.751,-99.731
0.444,-1.250,0.409,3.784,-27.710,-106.384
0.403,-1.279,0.446,-4.272,-46.143,-102.600
0.320,-1.138,0.497,2.808,-58.899,-104.736
0.283,-1.109,0.528,19.043,-64.941,-121.216
0.165,-1.187,0.683,31.250,-61.890,-145.874
0.119,-1.243,0.683,41.321,-55.542,-176.453
0.044,-1.295,0.636,19.714,-68.481,-220.520
-0.038,-1.369,0.620,-17.517,-89.233,-231.812
-0.117,-1.337,0.608,-28.625,-111.755,-224.304
-0.204,-1.223,0.583,-0.610,-134.155,-216.309
-0.281,-1.108,0.572,17.151,-155.151,-230.225
-0.373,-1.043,0.561,2.136,-170.471,-253.174
