acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1.578,-0.432,-0.022,283.447,251.404,84.534
1.890,-1.249,0.444,380.798,269.165,264.038
1.901,-2.141,0.458,399.414,253.479,615.601
0.435,-3.388,-0.049,388.672,91.431,1147.583
-3.738,-4.000,0.824,285.400,-84.534,1771.728
-3.183,-2.814,1.236,-39.062,-51.147,1930.481
1.726,0.910,0.191,-391.785,227.234,840.637
2.666,-3.254,-2.652,548.584,-181.580,-290.771
-0.102,-4.000,0.946,363.464,-312.012,-83.252
-0.248,-3.069,3.054,-48.096,-164.062,0.671
-0.106,-1.464,0.715,-319.763,306.152,89.050
0.112,-0.899,-1.243,-256.592,301.514,97.046
0.391,-0.764,-0.941,-33.142,17.517,97.168
0.237,-1.156,0.823,-0.122,-24.170,16.174
0.323,-1.243,0.629,-54.810,35.950,7.751
0.484,-1.087,0.201,-65.369,42.603,18.677
0.527,-0.993,0.448,-8.057,12.817,-41.931
0.554,-1.097,0.326,-5.005,-17.273,-49.377
0.546,-1.160,0.348,-13.367,-27.405,-46.448
0.515,-1.200,0.409,-18.005,-32.532,-41.199
0.486,-1.139,0.443,-19.104,-33.569,-44.678
0.462,-1.110,0.466,-15.320,-34.363,-60.486
0.449,-1.150,0.506,-14.893,-35.278,-85.327
0.411,-1.317,0.542,-20.752,-37.720,-105.896
0.344,-1.349,0.529,-29.724,-48.096,-105.103
0.289,-1.302,0.520,-31.189,-52.856,-101.440
0.252,-1.242,0.541,-12.817,-68.481,-111.023
0.198,-1.233,0.606,1.892,-77.271,-141.174
0.168,-1.320,0.660,0.977,-82.520,-179.077
0.070,-1.414,0.583,-13.672,-90.149,-202.270
0.044,-1.358,0.531,-22.156,-107.666,-204.163
-0.055,-1.253,0.543,-1.648,-136.475,-194.214
-0.106,-1.255,0.615,8.911,-139.526,-194.092
-0.172,-1.128,0.677,19.409,-135.681,-212.463
