acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.972,0.283,1.268,93.201,232.239,81.421
1.401,0.100,1.400,80.078,246.704,126.465
2.025,-0.816,1.227,55.725,145.996,417.786
1.789,-2.226,0.208,-41.138,-90.271,791.870
0.233,-3.502,-2.040,-72.937,-456.177,1182.190
-1.440,-3.474,-2.162,-65.308,-750.671,1347.534
-0.971,-2.681,-0.797,-122.681,-609.802,952.515
-0.159,-2.348,0.125,-35.706,-206.665,276.489
0.058,-3.866,-0.631,25.146,43.884,-37.292
-0.270,-3.956,-0.407,-118.958,159.302,3.113
-0.507,-2.291,-0.188,-220.215,217.773,78.125
-0.317,-0.933,-0.904,-137.817,144.043,62.561
-0.365,-1.260,-0.906,2.380,-24.719,25.085
-0.507,-1.710,-0.307,19.226,-123.779,39.795
-0.474,-1.520,-0.048,-7.019,-103.027,54.871
-0.402,-1.163,-0.142,-26.917,-1.831,44.189
-0.053,-1.225,-0.342,31.250,17.517,-54.810
0.014,-1.268,-0.169,21.973,12.390,-43.274
0.025,-1.211,-0.087,12.634,15.137,-35.034
-0.057,-1.156,-0.328,23.743,8.423,-60.974
-0.111,-1.251,-0.355,34.058,8.667,-71.899
-0.204,-1.317,-0.252,34.729,20.630,-90.515
-0.233,-1.260,-0.254,41.443,25.696,-98.511
-0.241,-1.292,-0.249,50.415,28.992,-114.075
-0.313,-1.495,-0.115,24.109,27.283,-115.173
-0.319,-1.507,-0.045,14.282,27.466,-111.633
-0.316,-1.424,0.042,32.410,23.865,-113.220
-0.371,-1.740,0.335,26.550,25.146,-111.938
-0.464,-1.860,0.603,-42.114,42.358,-100.220
-0.370,-1.490,0.414,-59.021,37.964,-114.868
