acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1.494,-0.422,0.194,89.539,231.812,-76.599
1.654,-0.778,0.229,148.926,252.991,1.892
1.632,-1.934,0.294,259.094,259.949,186.645
1.135,-2.641,-0.256,260.742,136.597,687.561
-0.817,-3.660,-0.809,310.059,-96.436,1174.561
-3.664,-4.000,0.325,240.295,-271.301,1690.430
-2.778,-1.019,1.371,-107.361,-196.533,1865.539
0.075,1.014,1.657,-271.057,179.687,329.163
1.789,-2.418,-1.104,343.628,102.600,-284.424
0.299,-4.000,-0.834,456.055,-131.042,-109.131
-0.315,-2.749,2.186,-163.757,-76.111,104.858
-0.417,-1.509,1.094,-235.657,280.334,178.894
0.144,-1.346,0.862,50.781,-76.172,-15.198
0.224,-1.282,0.652,-51.270,22.949,-6.104
0.341,-1.202,0.462,40.894,-61.035,-74.463
0.366,-1.273,0.453,10.071,-29.968,-65.674
0.386,-1.125,0.312,-6.287,-14.343,-53.040
0.288,-1.207,0.354,3.601,-33.020,-83.740
0.258,-1.289,0.413,-7.629,-34.729,-89.355
0.230,-1.280,0.411,-9.705,-33.875,-95.398
0.188,-1.275,0.434,-10.498,-38.391,-112.610
0.098,-1.288,0.452,-20.020,-44.983,-145.386
0.028,-1.271,0.369,-18.311,-46.997,-155.273
-0.026,-1.275,0.323,5.859,-67.017,-181.213
-0.120,-1.328,0.409,11.292,-82.214,-195.068
-0.211,-1.379,0.518,-10.986,-81.665,-206.421
-0.233,-1.303,0.478,-19.653,-70.557,-213.257
-0.250,-1.176,0.406,-5.066,-66.406,-220.764
-0.266,-1.108,0.383,-2.014,-73.364,-232.483
