acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.724,0.274,1.043,67.078,234.680,71.411
0.968,0.195,1.358,46.692,316.528,116.516
1.618,-0.196,1.130,1.221,369.324,187.073
2.294,-1.012,0.773,-29.724,362.549,353.516
2.014,-2.328,0.708,-31.982,324.341,687.317
-0.425,-3.846,1.179,-24.109,307.373,1092.773
-2.337,-3.935,1.449,-101.379,396.790,1394.775
-1.339,-2.302,1.741,-298.523,589.478,1086.670
0.909,-1.299,0.760,-247.070,647.644,799.927
1.779,-2.719,0.309,204.468,216.919,82.947
0.563,-4.000,1.343,108.582,-102.173,-1.160
-0.493,-3.141,2.009,2.197,-187.195,40.894
-0.787,-1.938,2.101,-55.359,-112.305,29.663
-0.820,-1.627,1.781,-109.131,9.033,7.751
-0.585,-1.319,1.061,-112.732,94.238,15.381
-0.289,-1.013,0.742,-79.407,110.046,18.616
0.024,-0.874,0.823,48.706,-106.628,-92.407
0.002,-0.988,0.930,49.866,-96.680,-95.276
-0.017,-1.132,1.019,40.588,-81.299,-102.173
-0.138,-1.384,1.155,13.489,-63.538,-104.004
-0.162,-1.306,1.022,-4.517,-56.213,-105.041
-0.242,-1.286,0.857,-11.230,-76.721,-123.169
-0.355,-1.306,0.835,-16.052,-133.667,-153.320
-0.384,-1.195,0.803,8.972,-169.006,-174.133
-0.411,-1.092,0.704,36.194,-208.008,-204.346
-0.528,-1.085,0.795,26.367,-233.826,-225.342
-0.536,-0.939,0.864,8.606,-238.892,-240.601
-0.474,-0.771,0.812,9.766,-244.873,-259.460
