acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1.234,-0.670,0.456,236.938,260.193,105.225
1.337,-1.377,0.774,313.843,265.076,351.868
0.987,-2.211,1.388,303.894,269.897,680.664
-0.132,-3.190,1.754,212.769,296.509,1075.012
-2.067,-4.000,1.648,181.213,315.857,1516.479
-3.261,-3.789,-0.082,-87.524,193.787,1939.514
-1.940,-1.520,1.374,-510.071,264.038,1737.427
3.065,1.517,-1.331,-271.790,359.741,127.930
2.356,-2.339,-1.457,450.439,50.293,-201.050
-0.783,-4.000,2.028,246.887,-387.451,-225.952
-0.065,-3.108,2.391,-329.712,-178.650,-18.188
-0.002,-1.495,1.554,-140.503,47.058,103.210
-0.223,-1.138,0.700,-121.155,180.054,113.525
0.530,-1.067,0.443,81.543,-47.913,-67.261
0.567,-1.133,0.448,55.847,-39.795,-38.696
0.563,-1.115,0.496,45.044,-34.485,-24.109
0.559,-1.016,0.508,6.104,-11.475,-5.798
0.503,-1.052,0.412,13.184,6.775,-44.495
0.474,-1.218,0.355,7.751,-4.700,-44.434
0.453,-1.186,0.397,4.395,-19.165,-42.847
0.427,-1.176,0.448,13.062,-29.968,-44.983
0.437,-1.231,0.489,20.813,-36.377,-53.955
0.455,-1.296,0.492,25.391,-40.771,-69.092
0.453,-1.270,0.469,39.978,-49.927,-86.426
0.427,-1.336,0.527,70.679,-68.359,-106.079
0.377,-1.387,0.586,76.355,-74.768,-114.990
0.343,-1.267,0.575,70.984,-78.613,-138.000
0.294,-1.201,0.595,71.350,-79.529,-169.861
0.228,-1.179,0.643,99.670,-75.195,-203.796
0.142,-1.246,0.663,98.755,-73.853,-211.487
0.125,-1.143,0.649,59.326,-73.120,-224.365
0.135,-1.043,0.594,48.523,-79.773,-231.201
