acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.819,-0.309,0.872,40.161,383.850,155.701
1.090,-1.297,0.642,80.017,335.144,479.431
0.505,-2.752,0.359,61.401,200.745,987.427
-1.681,-3.958,0.022,35.278,111.450,1277.588
-3.450,-4.000,0.257,-59.692,-58.350,1976.807
-1.253,-0.799,0.934,-416.382,73.059,1481.140
2.087,1.148,-1.304,-296.143,32.776,308.105
0.197,-4.000,0.105,749.084,-294.922,-222.290
-0.761,-4.000,2.642,-127.563,-91.797,-99.426
-0.163,-2.518,1.383,-478.088,78.735,-34.119
-0.070,-1.518,0.213,-357.483,255.676,77.881
0.115,-0.597,-1.056,-125.000,162.720,69.458
0.028,-1.216,0.719,1.038,-1.099,23.132
0.136,-1.173,0.511,-61.096,33.447,31.311
0.359,-1.180,0.485,30.762,-11.230,-68.604
0.338,-1.251,0.525,12.146,-9.338,-58.411
0.307,-1.269,0.514,-3.601,-6.775,-54.077
0.288,-1.202,0.462,-8.789,-7.202,-63.538
0.315,-1.196,0.400,5.981,-14.648,-81.360
0.247,-1.278,0.416,31.921,-25.513,-93.628
0.122,-1.437,0.549,38.452,-31.799,-99.915
0.088,-1.404,0.579,29.053,-30.762,-108.765
0.081,-1.262,0.529,51.025,-33.813,-130.310
0.062,-1.208,0.426,93.750,-53.589,-162.903
-0.093,-1.355,0.484,95.886,-76.965,-183.166
-0.213,-1.384,0.708,50.232,-78.430,-182.007
-0.219,-1.195,0.662,50.598,-74.280,-181.335
-0.286,-1.055,0.573,108.582,-81.299,-196.411
-0.372,-1.023,0.554,112.915,-97.290,-215.515
