acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.993,-0.948,0.227,242.126,303.162,122.009
1.053,-1.469,0.830,369.019,348.877,384.033
0.718,-1.971,1.291,385.864,397.156,643.738
-0.888,-3.171,1.625,342.834,433.960,993.835
-2.672,-4.000,1.654,359.680,408.691,1433.044
-3.294,-3.882,1.697,341.248,366.272,1600.708
-1.448,-0.958,3.069,-404.053,567.871,1126.953
1.656,0.438,-0.006,-391.296,697.082,196.777
3.265,-1.398,-2.224,445.129,111.694,-256.897
1.062,-3.898,0.338,320.984,-362.183,-277.283
0.044,-2.384,1.623,25.818,-462.952,-160.889
-0.093,-1.898,2.364,54.565,-310.730,-19.714
-0.120,-1.330,1.745,-127.258,95.825,98.206
0.503,-1.048,0.598,44.922,-81.421,-32.715
0.523,-1.159,0.679,-5.188,-51.514,-27.954
0.561,-1.158,0.635,-24.963,-39.307,-19.531
0.600,-1.034,0.552,-58.411,-21.912,2.136
0.614,-0.910,0.534,-50.598,-25.085,2.136
0.465,-0.940,0.685,-18.066,-49.255,-44.434
0.461,-0.990,0.740,-30.579,-46.631,-42.114
0.481,-0.936,0.756,-49.072,-36.682,-31.006
0.367,-0.894,0.790,-40.649,-60.181,-76.416
0.365,-0.885,0.808,-42.969,-69.580,-74.097
0.351,-0.859,0.816,-33.752,-80.505,-73.608
0.271,-0.863,0.807,-31.250,-92.468,-77.393
0.060,-0.804,0.913,-41.687,-126.587,-102.112
