acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.933,-1.194,-0.223,115.723,274.353,288.025
0.497,-1.965,-0.151,246.338,184.448,684.997
-1.629,-3.964,1.113,206.177,122.131,1195.251
-3.753,-4.000,1.809,-58.655,256.653,1545.837
-1.904,0.520,1.009,-428.467,634.094,1324.951
-0.083,1.211,-0.520,-477.478,768.860,413.025
1.930,-2.790,-1.092,128.174,233.765,-151.062
0.258,-3.219,1.134,144.958,-332.703,-139.893
-0.180,-2.117,1.899,7.996,-286.804,-88.440
-0.342,-1.693,2.453,-30.090,-54.565,-19.653
-0.430,-1.341,1.594,-97.351,145.813,49.011
-0.353,-0.971,0.651,-98.877,188.416,97.595
0.253,-0.950,0.822,67.810,-111.633,-90.759
0.218,-1.146,0.830,42.847,-92.224,-90.332
0.191,-1.157,0.815,30.945,-81.848,-76.721
0.157,-1.094,0.828,2.991,-46.631,-29.236
0.159,-0.917,0.780,-13.916,-26.672,-24.536
0.090,-1.078,0.658,3.235,-88.440,-92.651
0.045,-1.123,0.753,-0.366,-109.070,-101.135
-0.042,-1.163,0.835,-1.648,-119.812,-106.262
-0.102,-1.089,0.782,29.602,-132.446,-114.319
-0.179,-0.993,0.719,57.800,-159.363,-146.301
-0.306,-1.030,0.781,38.818,-187.622,-188.599
-0.514,-1.134,0.801,10.742,-205.444,-203.552
-0.564,-0.999,0.681,21.545,-222.961,-195.312
-0.663,-0.880,0.703,29.419,-246.948,-190.979
-0.766,-0.850,0.734,11.841,-245.361,-186.645
-0.760,-0.692,0.652,5.920,-237.976,-185.547
