acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.237,0.953,0.909,66.589,186.890,-61.584
0.523,0.879,1.091,54.810,242.432,-83.862
0.838,0.310,1.036,31.494,288.879,-68.420
1.272,-0.393,0.816,5.920,307.678,11.108
1.849,-0.758,0.318,9.033,269.165,172.424
2.038,-1.342,-0.411,97.900,122.925,455.994
-0.423,-3.472,-0.986,120.422,-216.492,1096.619
-3.181,-4.000,-0.645,67.505,-358.093,1542.602
-2.360,-3.137,0.112,-58.289,-291.138,1551.391
0.421,-1.675,-0.333,135.315,-15.747,-115.234
-0.041,-4.000,-0.971,257.690,-51.697,-183.777
-0.863,-3.915,0.455,0.061,-4.211,103.943
-0.946,-2.230,1.091,-278.809,178.040,169.434
-0.375,-0.913,-0.903,-102.600,185.730,75.562
-0.173,-1.034,-0.965,44.250,-11.780,27.466
-0.281,-1.274,-0.152,74.036,-87.036,9.216
-0.354,-1.405,0.366,85.632,-118.286,-8.545
-0.337,-1.362,0.461,67.993,-88.257,-8.789
-0.287,-1.289,0.259,-9.155,9.399,-13.733
-0.211,-1.198,0.009,-28.320,37.476,-14.526
-0.055,-1.298,0.118,11.902,26.184,-56.946
-0.052,-1.357,0.107,2.563,29.907,-54.199
-0.103,-1.244,0.048,-17.212,43.701,-47.363
-0.146,-1.237,-0.025,34.058,6.958,-91.919
-0.214,-1.376,0.150,13.489,3.418,-97.412
-0.235,-1.323,0.130,4.395,7.019,-101.135
-0.263,-1.214,0.085,6.775,3.052,-115.967
-0.305,-1.162,0.092,15.930,-2.197,-133.972
-0.375,-1.252,0.150,34.546,-1.831,-141.968
-0.403,-1.292,0.157,42.297,-4.883,-146.362
-0.432,-1.253,0.197,37.048,-13.733,-160.950
-0.491,-1.155,0.237,26.611,-20.020,-172.363
