acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.218,-1.202,0.210,-7.263,131.287,159.546
-0.228,-1.238,0.261,-8.423,112.793,174.133
-0.237,-1.188,0.297,-11.780,96.680,181.458
-0.207,-1.148,0.370,-5.859,86.060,177.124
-0.201,-1.316,0.452,6.836,82.764,168.823
-0.222,-1.533,0.549,-7.996,94.543,183.044
-0.219,-1.585,0.550,-25.635,102.478,193.298
-0.173,-1.475,0.401,-59.143,116.272,205.994
-0.081,-1.349,0.292,-50.842,109.436,189.453
-0.029,-1.444,0.289,-31.738,99.915,174.377
-0.025,-1.664,0.232,-29.663,89.966,179.810
-0.062,-1.729,0.118,-45.593,76.111,198.303
-0.104,-1.437,0.073,-51.270,63.660,205.566
-0.076,-1.376,0.043,-34.058,59.937,188.354
-0.089,-1.592,-0.103,-5.371,52.673,148.987
-0.212,-1.774,-0.127,-13.977,45.593,143.066
-0.305,-1.679,-0.136,-30.396,48.340,133.240
-0.333,-1.639,-0.330,-38.208,46.021,103.455
-0.457,-1.778,-0.619,-28.442,27.466,61.890
-0.701,-1.904,-0.306,6.836,32.715,-5.859
-0.863,-1.868,-0.117,22.156,79.956,-39.368
-0.791,-1.775,-0.273,19.104,100.464,-69.214
-0.652,-1.811,-0.395,13.306,72.449,-89.478
-0.468,-1.847,-0.297,72.815,-22.888,-122.375
-0.458,-2.101,0.046,96.436,-53.223,-135.742
-0.483,-2.309,0.443,106.201,-87.585,-153.992
-0.449,-2.289,0.658,71.716,-78.918,-170.471
-0.336,-2.354,0.604,55.725,-54.749,-199.951
-0.222,-2.428,0.570,52.063,-59.998,-255.066
-0.111,-2.407,0.693,55.481,-70.557,-268.250
-0.007,-2.476,0.891,54.016,-98.877,-286.560
0.088,-2.458,0.985,26.245,-116.394,-293.884
0.210,-2.347,1.058,13.062,-135.193,-306.152
0.281,-2.186,1.083,17.090,-151.489,-319.031
0.421,-2.003,0.887,12.512,-182.312,-334.106
0.576,-1.909,0.711,7.019,-196.411,-333.191
0.736,-1.753,0.603,5.005,-224.426,-323.730
0.937,-1.671,0.584,8.240,-242.737,-299.805
1.163,-1.435,0.608,-8.179,-228.271,-285.400
1.223,-1.062,0.390,-46.631,-207.275,-264.771
1.401,-0.748,-0.177,-49.316,-212.708,-228.760
1.654,-0.719,-0.596,-26.489,-225.037,-207.947
1.595,-0.595,-0.514,29.602,-226.501,-157.288
1.438,-0.264,-0.370,5.371,-163.635,-136.047
1.422,-0.147,-0.584,-34.424,-85.205,-115.601
1.296,0.022,-1.056,-69.824,-10.193,-77.148
1.196,0.078,-1.117,-74.158,7.690,-64.026
0.904,-0.048,-1.236,-75.073,38.696,-35.706
0.780,-0.171,-1.365,-70.435,57.556,-8.545
0.642,-0.245,-1.397,-41.443,53.467,13.306
0.470,-0.293,-1.237,-31.738,50.903,22.766
0.373,-0.325,-1.177,-34.912,53.711,27.649
0.320,-0.372,-1.202,-33.264,57.983,44.067
0.308,-0.390,-1.145,-17.639,53.284,53.040
