acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.206,-0.946,0.774,72.937,123.291,81.726
-0.211,-1.016,0.822,69.458,118.347,79.102
-0.255,-1.084,0.954,27.100,127.075,78.491
-0.265,-1.026,0.876,2.075,145.752,80.933
-0.211,-1.068,0.710,38.757,147.644,91.431
-0.180,-1.123,0.652,51.636,137.695,96.863
-0.158,-1.208,0.731,47.424,115.173,104.858
-0.214,-1.168,0.832,13.550,111.938,106.262
-0.192,-1.097,0.757,9.705,116.150,103.088
-0.123,-1.102,0.645,17.212,113.159,86.426
-0.108,-1.254,0.671,6.714,107.361,82.947
-0.137,-1.281,0.647,-15.808,106.812,87.830
-0.041,-1.143,0.425,11.108,79.224,68.542
-0.079,-1.282,0.514,12.512,77.148,67.444
-0.149,-1.265,0.540,-8.301,92.285,74.158
-0.154,-1.164,0.403,-12.878,96.619,70.557
-0.210,-1.294,0.309,10.132,42.603,34.424
-0.237,-1.290,0.241,15.442,25.146,41.260
-0.246,-1.258,0.139,36.133,0.977,34.424
-0.285,-1.360,0.177,63.049,-23.926,20.874
-0.361,-1.547,0.231,73.792,-34.546,14.465
-0.437,-1.721,0.276,95.154,-69.458,0.000
-0.542,-1.826,0.439,98.511,-80.750,-5.432
-0.672,-1.825,0.557,121.338,-104.126,-41.016
-0.798,-1.950,0.582,167.541,-127.258,-85.510
-0.919,-2.370,1.005,170.776,-148.865,-125.732
-0.914,-2.406,1.216,133.301,-143.250,-156.738
-0.809,-2.381,1.418,119.690,-123.108,-189.331
-0.558,-2.351,1.320,131.836,-122.620,-237.061
-0.386,-2.509,1.465,132.690,-150.879,-308.777
-0.294,-2.569,1.571,118.774,-156.189,-323.181
0.105,-2.571,1.645,79.041,-162.415,-336.975
0.481,-2.441,1.470,48.340,-195.618,-344.604
0.814,-2.221,1.202,63.049,-241.699,-358.337
1.028,-2.056,0.909,75.623,-298.584,-369.080
1.229,-1.924,0.909,51.880,-331.299,-355.652
1.348,-1.383,1.014,29.785,-327.087,-340.576
1.598,-0.855,0.623,10.071,-263.184,-273.926
1.926,-0.670,-0.174,27.466,-251.038,-245.789
1.898,-0.561,-0.438,61.401,-253.174,-160.767
1.617,-0.371,-0.115,52.002,-206.970,-106.995
1.395,-0.087,-0.068,9.460,-119.385,-78.308
1.306,-0.104,-0.334,-45.288,-40.588,-67.017
1.253,-0.311,-0.649,-75.134,10.620,-47.485
0.922,-0.231,-1.113,-82.520,29.785,-22.217
0.689,-0.218,-1.253,-78.308,23.987,9.033
0.518,-0.243,-1.251,-67.810,18.066,25.635
0.226,-0.637,-1.053,-57.739,52.734,32.898
0.213,-0.624,-1.044,-46.387,38.940,59.082
