acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.221,-1.103,0.511,-21.606,150.391,121.094
-0.180,-1.231,0.512,13.245,122.375,120.178
-0.205,-1.443,0.660,5.127,118.896,127.869
-0.233,-1.412,0.738,-26.489,131.714,137.451
-0.215,-1.283,0.699,-49.622,149.353,133.057
-0.198,-1.294,0.589,-52.551,158.691,124.084
-0.198,-1.422,0.406,-48.340,151.672,125.061
-0.188,-1.401,0.375,-41.260,130.920,127.747
-0.171,-1.323,0.392,-33.569,110.840,117.371
-0.198,-1.410,0.441,-33.630,101.562,103.149
-0.220,-1.461,0.388,-41.443,100.952,100.342
-0.177,-1.367,0.300,-40.039,100.830,97.961
-0.152,-1.342,0.187,-20.813,91.919,76.416
-0.170,-1.389,0.104,2.563,75.134,60.913
-0.191,-1.422,0.122,12.756,54.443,43.518
-0.232,-1.460,0.213,2.319,42.419,25.208
-0.254,-1.502,0.226,-6.409,40.283,8.911
-0.303,-1.701,0.085,10.437,31.311,-3.418
-0.388,-1.827,0.089,38.696,6.348,-15.686
-0.507,-1.846,0.184,64.453,-32.532,-50.720
-0.599,-1.826,0.197,73.792,-42.664,-68.237
-0.680,-2.021,0.303,139.282,-80.078,-113.708
-0.740,-2.260,0.615,152.588,-89.111,-122.437
-0.721,-2.245,0.836,161.865,-92.651,-155.273
-0.614,-2.278,0.829,172.546,-107.605,-191.101
-0.519,-2.386,0.939,166.016,-131.287,-232.788
-0.373,-2.399,1.326,133.728,-128.601,-270.813
-0.198,-2.322,1.308,90.027,-92.590,-300.232
0.057,-2.220,1.146,83.069,-91.431,-305.725
0.324,-2.141,1.000,82.336,-135.986,-324.158
0.548,-2.086,0.927,78.491,-183.533,-332.520
0.894,-1.647,0.911,50.537,-226.318,-323.608
0.982,-1.359,0.915,39.490,-227.051,-317.810
1.135,-0.986,0.897,25.269,-211.426,-294.983
1.492,-0.739,0.351,12.756,-198.486,-251.709
1.604,-0.490,-0.056,-15.137,-214.722,-197.327
1.582,-0.229,-0.253,-20.691,-243.042,-112.732
1.385,0.074,-0.364,-4.822,-239.746,-91.980
1.209,0.020,-0.439,15.991,-182.678,-63.721
1.069,-0.204,-0.562,-8.484,-115.845,-41.260
0.945,-0.282,-0.778,-30.090,-51.575,-12.085
0.864,-0.126,-1.001,-45.288,-9.583,-2.869
0.797,-0.094,-1.154,-55.908,14.893,-23.193
0.693,-0.367,-1.332,-58.594,29.602,-33.081
0.598,-0.433,-1.303,-49.744,34.424,-12.695
0.525,-0.430,-1.219,-39.551,34.424,19.104
0.479,-0.499,-1.219,-21.545,25.757,50.598
0.401,-0.594,-1.160,-11.597,18.616,56.091
