acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.343,-1.134,0.231,-2.808,129.028,141.479
-0.295,-1.197,0.385,-7.812,91.125,132.874
-0.326,-1.312,0.557,-38.025,101.379,137.451
-0.357,-1.318,0.585,-58.838,124.023,149.109
-0.326,-1.239,0.478,-59.875,137.878,151.428
-0.239,-1.195,0.301,-43.335,129.272,139.771
-0.158,-1.295,0.223,-31.799,104.370,127.136
-0.144,-1.503,0.337,-39.612,77.759,142.090
-0.138,-1.469,0.286,-43.457,73.181,153.564
-0.121,-1.367,0.195,-27.100,55.115,165.222
-0.117,-1.323,0.211,-8.240,41.138,150.696
-0.101,-1.364,0.268,-6.104,37.292,139.832
-0.097,-1.477,0.256,-32.715,38.574,109.375
-0.133,-1.502,0.176,-54.932,44.373,101.135
-0.156,-1.375,0.071,-55.481,47.791,95.032
-0.134,-1.296,-0.083,-36.743,43.579,79.712
-0.148,-1.383,-0.160,-23.560,34.912,59.814
-0.192,-1.448,-0.065,-23.987,38.940,44.556
-0.206,-1.452,-0.094,-24.475,52.490,32.898
-0.186,-1.539,-0.263,-19.226,54.626,22.278
-0.203,-1.648,-0.376,-7.385,39.124,17.029
-0.268,-1.573,-0.371,21.240,12.634,3.357
-0.281,-1.594,-0.321,46.509,-11.841,-28.564
-0.338,-1.861,-0.184,60.120,-23.804,-55.420
-0.358,-1.910,-0.135,82.642,-31.311,-70.435
-0.371,-1.890,-0.023,104.736,-37.292,-90.942
-0.401,-1.893,0.073,124.329,-41.504,-106.628
-0.449,-2.104,0.227,191.650,-66.528,-152.222
-0.461,-2.403,0.517,183.228,-78.918,-165.344
-0.411,-2.443,0.784,129.211,-77.148,-176.880
-0.355,-2.284,0.839,85.083,-72.144,-201.843
-0.309,-2.199,0.728,90.942,-82.336,-228.760
-0.246,-2.287,0.824,117.676,-101.135,-243.713
-0.211,-2.351,1.065,109.497,-106.079,-245.483
-0.147,-1.923,1.166,80.566,-97.839,-272.766
0.008,-1.807,1.118,80.505,-101.990,-294.861
0.254,-1.916,1.141,75.012,-123.047,-330.139
0.556,-1.824,1.047,38.269,-175.659,-332.947
0.823,-1.515,0.956,24.048,-215.088,-318.909
1.095,-1.330,0.925,26.367,-238.159,-287.048
1.354,-1.153,0.858,34.973,-241.699,-244.263
1.440,-0.759,0.619,26.367,-245.117,-207.458
1.514,-0.440,0.073,-4.578,-264.771,-180.359
1.655,-0.419,-0.243,8.789,-271.301,-160.767
1.735,-0.514,-0.473,29.846,-235.962,-143.372
1.468,-0.030,-0.402,6.470,-151.001,-127.380
1.425,0.062,-0.745,-56.946,-1.343,-88.318
1.398,0.012,-1.312,-74.951,24.780,-64.087
1.172,-0.167,-1.479,-61.096,10.437,-37.659
0.932,-0.296,-1.298,-44.006,8.362,-11.719
0.767,-0.407,-1.171,-41.443,22.461,9.216
0.646,-0.407,-1.039,-49.316,41.504,15.747
