acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.302,-1.159,0.217,-26.001,185.791,121.155
-0.318,-1.164,0.175,-29.907,196.716,130.249
-0.226,-1.170,0.161,-20.264,162.537,122.314
-0.214,-1.272,0.251,-18.799,152.466,122.070
-0.222,-1.291,0.338,-12.085,132.751,133.728
-0.193,-1.147,0.378,-9.949,127.502,133.911
-0.145,-1.130,0.408,-11.475,127.930,117.981
-0.116,-1.182,0.428,-25.818,134.216,108.154
-0.122,-1.259,0.428,-47.607,143.005,105.530
-0.139,-1.244,0.389,-62.256,150.635,110.352
-0.010,-1.273,0.372,-36.377,129.395,92.468
-0.021,-1.234,0.359,-60.913,133.301,94.360
-0.014,-1.289,0.101,-10.803,107.666,75.012
-0.023,-1.298,0.074,-9.338,83.435,81.909
-0.123,-1.281,-0.032,4.089,23.560,36.743
-0.126,-1.417,-0.073,19.775,-6.531,44.006
-0.214,-1.310,0.019,44.556,-33.875,47.607
-0.244,-1.288,0.030,75.562,-58.350,26.855
-0.299,-1.466,0.108,96.741,-80.933,0.732
-0.318,-1.740,0.254,99.670,-94.238,-9.705
-0.332,-1.973,0.326,109.131,-105.957,-9.399
-0.328,-2.183,0.317,137.207,-133.179,-16.418
-0.352,-2.132,0.524,158.264,-170.654,-51.941
-0.431,-2.129,0.994,117.249,-167.725,-158.325
-0.446,-2.250,1.337,74.463,-108.704,-207.153
-0.304,-2.319,1.239,48.462,-60.913,-224.915
-0.082,-2.319,0.900,36.377,-69.580,-233.765
0.053,-2.176,0.693,52.246,-126.648,-253.174
0.104,-2.338,0.884,99.548,-187.988,-271.484
0.297,-2.362,1.308,127.869,-218.689,-271.973
0.469,-2.171,1.336,120.728,-217.895,-279.724
0.689,-1.999,1.111,69.031,-198.730,-290.649
0.925,-1.707,0.770,64.941,-205.566,-287.537
1.153,-1.456,0.541,95.337,-226.074,-289.856
1.511,-1.266,0.651,119.690,-225.647,-280.945
1.486,-1.030,0.650,108.948,-201.172,-276.978
1.763,-0.907,0.242,72.815,-186.707,-265.930
1.968,-0.976,-0.054,40.771,-207.275,-220.337
1.701,-0.612,-0.079,42.297,-235.596,-131.348
1.377,-0.207,0.016,47.241,-197.327,-103.149
0.783,-0.502,-0.874,-107.361,26.855,-33.508
0.597,-0.417,-1.166,-54.260,-10.742,-18.188
0.166,-0.789,-0.990,-59.448,-0.671,18.555
0.137,-0.756,-0.967,-44.678,-9.827,29.297
