acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.173,-1.368,0.291,-22.583,134.033,178.101
-0.204,-1.382,0.345,-28.442,132.935,189.819
-0.204,-1.288,0.464,-50.049,150.452,182.251
-0.183,-1.301,0.487,-51.819,159.180,174.866
-0.155,-1.428,0.495,-43.335,174.316,167.053
-0.142,-1.553,0.530,-36.865,181.641,170.471
-0.146,-1.579,0.565,-50.781,183.838,176.514
-0.152,-1.496,0.532,-59.570,179.626,175.537
-0.138,-1.449,0.446,-45.898,163.696,166.138
-0.118,-1.558,0.433,-23.315,125.061,155.334
-0.131,-1.659,0.565,-33.997,112.183,153.259
-0.156,-1.636,0.548,-59.387,113.647,147.400
-0.201,-1.511,0.310,-65.979,109.863,135.132
-0.218,-1.468,0.273,-58.594,98.511,121.399
-0.220,-1.386,0.185,-48.828,84.473,103.821
-0.212,-1.393,0.081,-50.720,68.176,85.754
-0.259,-1.358,0.020,-59.082,54.626,71.960
-0.330,-1.295,-0.064,-46.997,47.424,56.458
-0.336,-1.446,-0.190,-0.977,21.912,27.344
-0.370,-1.671,-0.173,11.108,7.507,19.104
-0.426,-1.806,-0.046,26.184,-24.902,-6.287
-0.451,-1.901,0.019,33.264,-37.720,-41.748
-0.449,-2.000,0.065,55.603,-56.641,-86.548
-0.457,-2.105,0.212,66.833,-67.322,-109.314
-0.473,-2.164,0.433,90.942,-85.632,-170.288
-0.397,-2.350,0.663,114.685,-101.746,-204.285
-0.368,-2.396,0.753,108.765,-112.549,-211.609
-0.356,-2.287,0.933,100.708,-136.230,-235.413
-0.330,-2.527,1.219,110.718,-152.832,-271.973
-0.220,-2.740,1.354,93.872,-161.987,-303.894
-0.088,-2.685,1.421,80.383,-162.720,-309.448
0.000,-2.581,1.410,57.739,-162.964,-321.838
0.352,-2.387,1.199,52.979,-170.776,-331.848
0.644,-2.230,1.013,70.251,-211.853,-325.561
0.941,-2.008,0.947,76.111,-227.905,-324.097
1.177,-1.675,0.968,58.472,-240.295,-316.345
1.417,-1.211,0.843,26.306,-217.834,-286.926
1.639,-0.881,0.417,16.174,-208.313,-263.733
1.754,-0.722,-0.154,10.132,-211.731,-204.224
1.722,-0.497,-0.480,42.297,-252.869,-117.249
1.512,-0.121,-0.350,72.083,-238.403,-99.548
1.298,-0.048,-0.088,57.007,-158.386,-101.135
1.247,-0.250,-0.194,18.982,-54.993,-85.571
1.232,-0.347,-0.581,-26.794,12.024,-57.922
1.092,-0.260,-0.888,-75.989,34.973,-30.457
0.870,-0.190,-1.026,-104.065,39.307,-6.409
0.686,-0.258,-1.230,-97.595,35.400,8.667
0.571,-0.331,-1.455,-44.922,9.949,19.592
0.302,-0.560,-1.073,5.676,-15.015,23.132
