acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.001,-1.198,0.175,-83.984,160.828,162.476
-0.310,-1.269,0.435,-22.827,195.740,146.484
-0.409,-1.475,0.447,-18.494,197.144,150.635
-0.436,-1.471,0.459,-33.691,195.374,159.729
-0.455,-1.301,0.551,-48.584,196.167,151.245
-0.500,-1.362,0.644,-56.519,202.637,132.019
-0.536,-1.369,0.619,-81.665,218.750,122.314
-0.499,-1.228,0.531,-78.979,222.839,116.272
-0.425,-1.189,0.479,-58.777,216.125,101.257
-0.368,-1.344,0.463,-46.204,198.914,97.290
-0.286,-1.339,0.463,-49.011,180.603,109.131
-0.205,-1.257,0.475,-36.255,168.152,121.277
-0.178,-1.251,0.516,-23.926,162.659,127.075
-0.191,-1.182,0.481,-49.011,160.034,111.938
-0.186,-1.217,0.469,-61.584,159.607,103.760
-0.145,-1.278,0.394,-79.163,162.842,100.769
-0.070,-1.207,0.263,-64.392,155.579,103.638
0.053,-1.266,0.380,-42.908,123.657,83.862
0.045,-1.332,0.355,-53.528,125.488,86.670
0.026,-1.191,0.199,-63.049,126.709,91.431
-0.029,-1.393,0.017,-0.183,74.829,68.909
-0.072,-1.377,0.001,-7.507,53.528,75.867
-0.183,-1.219,0.062,-2.930,37.415,60.364
-0.249,-1.356,-0.007,33.508,19.165,40.894
-0.346,-1.731,0.061,57.129,-9.338,32.593
-0.487,-2.018,0.237,61.951,-34.363,33.203
-0.589,-1.979,0.337,98.022,-68.970,15.930
-0.633,-1.978,0.525,135.986,-117.310,-44.495
-0.715,-2.192,0.926,126.648,-146.606,-117.065
-0.649,-2.436,1.199,119.507,-154.297,-169.189
-0.464,-2.487,1.168,133.423,-178.650,-207.092
-0.291,-2.594,1.418,138.916,-220.215,-250.366
-0.259,-2.638,1.598,123.169,-234.253,-291.809
-0.129,-2.749,1.798,102.478,-220.764,-320.984
0.104,-2.742,1.748,75.012,-218.567,-332.520
0.377,-2.457,1.771,58.350,-247.131,-351.990
0.444,-2.410,1.814,56.335,-254.761,-364.014
0.685,-2.434,1.783,35.767,-260.010,-382.629
0.879,-2.181,1.550,-24.780,-261.353,-369.141
1.063,-1.803,1.174,-28.625,-269.592,-339.294
1.256,-1.451,0.642,14.160,-289.307,-308.167
1.277,-1.063,0.463,56.763,-298.401,-275.208
1.292,-0.940,0.480,47.119,-265.991,-230.896
1.468,-0.854,0.307,19.043,-212.280,-180.786
1.559,-0.917,-0.199,-15.930,-153.748,-105.835
1.503,-0.792,-0.336,-17.029,-140.076,-90.027
1.335,-0.432,-0.585,5.737,-120.911,-80.139
1.239,-0.332,-0.626,41.931,-104.919,-85.388
1.169,-0.555,-0.597,32.043,-77.148,-75.012
0.943,-0.565,-0.723,-22.949,-41.809,-38.635
0.719,-0.344,-0.943,-67.444,-12.146,2.136
0.529,-0.073,-1.141,-73.425,3.296,14.587
0.483,-0.264,-1.188,-44.617,8.911,8.362
0.367,-0.344,-1.230,-10.193,3.174,13.794
