acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.540,-1.042,0.553,-5.981,115.356,72.571
-0.528,-1.070,0.590,-25.208,125.061,72.266
-0.478,-0.988,0.613,-35.461,148.010,76.843
-0.333,-1.091,0.492,-18.433,107.056,61.157
-0.319,-1.030,0.588,-16.357,99.609,68.726
-0.333,-1.135,0.660,-32.349,116.333,66.284
-0.300,-1.057,0.604,-46.021,126.099,64.880
0.023,-1.114,0.531,-1.831,93.018,60.120
0.074,-1.176,0.483,-9.399,104.980,59.875
0.107,-1.134,0.422,-12.390,109.070,62.561
0.003,-1.183,0.295,6.104,83.069,58.899
-0.052,-1.249,0.266,9.949,73.303,64.941
-0.109,-1.260,0.221,16.785,60.120,66.345
-0.175,-1.268,0.256,22.949,47.913,59.021
-0.314,-1.482,0.295,49.805,35.095,53.711
-0.428,-1.614,0.204,77.820,8.667,54.199
-0.619,-1.732,0.232,85.571,-11.292,52.551
-0.800,-1.718,0.399,114.990,-71.655,17.517
-0.957,-1.902,0.555,160.706,-103.760,-29.053
-1.020,-2.147,0.717,177.429,-131.836,-75.500
-1.054,-2.324,1.054,143.494,-140.930,-115.417
-1.013,-2.344,1.276,107.544,-129.700,-150.635
-0.900,-2.203,1.127,122.864,-132.141,-189.331
-0.868,-2.266,1.160,144.958,-155.640,-232.239
-0.629,-2.544,1.490,132.568,-170.837,-263.611
-0.398,-2.571,1.565,91.919,-182.495,-281.372
-0.188,-2.376,1.509,83.008,-192.444,-284.546
0.004,-2.201,1.417,86.243,-234.192,-303.711
0.158,-2.100,1.380,90.088,-253.662,-315.063
0.315,-1.929,1.362,76.416,-254.944,-317.871
0.551,-1.661,1.283,55.420,-243.225,-312.927
0.778,-1.454,1.161,32.104,-229.187,-289.734
1.002,-1.171,0.914,34.363,-228.699,-252.991
1.206,-1.014,0.721,50.293,-244.629,-210.327
1.247,-0.749,0.384,42.603,-271.606,-148.315
1.335,-0.777,0.008,37.781,-280.212,-131.531
1.488,-0.734,-0.128,60.608,-275.269,-98.145
1.455,-0.605,0.034,64.392,-211.853,-98.999
1.368,-0.444,0.098,7.019,-101.013,-101.318
1.283,-0.220,-0.422,-71.716,11.963,-94.727
1.204,-0.267,-0.991,-132.874,85.999,-75.317
1.146,-0.299,-1.563,-130.188,81.726,-38.879
1.053,-0.254,-1.831,-68.176,20.691,-15.442
0.821,-0.288,-1.421,-26.733,-12.817,8.057
0.625,-0.345,-1.011,-34.241,12.024,24.170
0.582,-0.398,-1.158,-43.274,41.931,27.893
0.488,-0.581,-1.297,-35.522,42.786,28.625
0.433,-0.674,-1.149,-22.339,30.212,40.039
