acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.421,-1.187,0.236,-46.204,120.666,136.414
-0.422,-1.199,0.139,-57.373,120.972,145.386
-0.415,-1.126,-0.040,-64.880,100.952,156.616
-0.389,-1.197,0.131,-25.635,55.054,129.761
-0.400,-1.341,0.216,-21.606,56.824,129.578
-0.382,-1.301,0.208,-48.157,68.909,136.719
-0.366,-1.181,0.141,-63.599,74.341,130.859
-0.291,-1.174,-0.006,-59.082,72.021,112.732
-0.237,-1.245,0.041,-51.941,72.144,111.023
-0.212,-1.325,0.135,-47.974,78.857,116.333
-0.195,-1.278,0.154,-64.758,96.436,119.202
-0.019,-1.264,-0.158,-21.973,66.895,82.153
-0.010,-1.343,-0.105,-19.043,47.424,95.398
-0.033,-1.265,0.001,-16.357,44.006,105.225
-0.048,-1.247,0.048,-34.912,66.406,87.524
-0.070,-1.359,-0.041,-40.833,72.327,83.557
-0.091,-1.413,-0.160,-42.908,67.017,86.792
-0.181,-1.391,-0.291,-34.424,52.307,91.858
-0.246,-1.378,-0.373,-19.714,35.278,83.984
-0.318,-1.593,-0.494,12.329,6.531,61.218
-0.394,-1.847,-0.549,19.348,-4.700,59.998
-0.491,-1.938,-0.550,20.813,-23.193,61.035
-0.526,-1.761,-0.602,42.542,-36.621,27.893
-0.508,-1.756,-0.638,73.425,-41.931,4.517
-0.501,-2.142,-0.454,148.193,-58.105,-55.969
-0.508,-2.430,-0.110,124.268,-41.077,-75.684
-0.478,-2.341,0.062,107.056,-5.615,-96.191
-0.414,-2.233,0.072,133.179,13.123,-134.888
-0.346,-2.381,0.345,143.860,9.827,-198.059
-0.294,-2.430,0.466,150.452,7.446,-213.196
-0.115,-2.660,0.670,173.218,-7.996,-234.802
-0.192,-2.458,0.947,123.352,-38.086,-267.212
-0.302,-2.050,1.162,100.586,-37.170,-283.081
-0.181,-2.039,1.034,54.016,-40.100,-340.515
0.076,-2.135,0.758,26.611,-83.008,-362.732
0.408,-1.972,0.583,5.981,-164.124,-365.417
0.565,-1.889,0.800,-5.432,-171.265,-339.600
0.657,-1.797,0.836,-2.625,-161.987,-321.716
0.937,-1.461,0.467,-1.038,-159.058,-271.912
1.019,-1.171,0.291,-11.536,-171.387,-259.033
1.066,-1.018,0.179,-22.827,-204.163,-219.971
1.241,-0.868,-0.041,-22.522,-208.740,-209.839
1.388,-0.677,-0.278,-24.109,-194.519,-199.585
1.471,-0.679,-0.406,-7.507,-157.104,-178.711
1.478,-0.429,-0.336,-32.532,-96.497,-149.170
1.348,-0.078,-0.402,-76.111,-28.992,-128.418
1.277,0.082,-0.885,-76.172,0.916,-107.178
1.283,-0.151,-1.303,-43.396,-21.851,-77.576
1.145,-0.295,-1.326,-44.922,-50.293,-40.100
0.913,-0.109,-1.210,-56.580,-45.959,-10.559
0.618,-0.040,-1.142,-61.768,9.033,15.808
0.531,-0.147,-1.244,-65.491,40.955,21.301
0.437,-0.305,-1.328,-61.218,53.955,29.480
0.281,-0.455,-1.311,-48.035,51.208,42.053
0.246,-0.472,-1.290,-33.020,38.757,48.584
0.198,-0.434,-1.214,-19.348,23.865,43.213
