acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.650,-1.015,0.142,-43.091,-1.892,-13.794
-0.658,-1.120,0.017,-54.077,-5.737,-6.531
-0.679,-1.495,-0.490,-56.763,-12.085,-2.197
-0.735,-1.803,-0.896,-58.838,-43.030,29.297
-0.810,-1.921,-1.278,-32.043,-67.627,59.021
-0.934,-2.097,-1.592,31.738,-89.416,95.032
-0.858,-1.986,-1.758,83.557,-98.206,108.887
-0.677,-1.492,-1.708,122.437,-66.895,67.322
-0.602,-1.156,-1.182,185.059,24.353,-6.042
-0.572,-0.947,-0.773,283.081,212.036,-87.830
0.078,-0.518,1.358,343.811,346.436,-167.847
0.719,-0.716,1.914,293.274,386.230,-217.590
1.459,-2.004,2.669,446.106,262.268,-156.677
1.604,-2.678,4.000,407.471,196.472,0.610
0.718,-0.482,4.000,4.272,210.693,81.421
0.299,0.748,3.126,-247.559,64.697,62.073
0.898,-0.568,1.560,-169.922,-274.658,88.135
1.030,-1.219,2.710,-127.441,-512.512,116.577
0.158,-1.014,3.498,-183.472,-496.155,99.121
0.016,-0.770,2.820,-215.942,-358.276,66.406
-0.256,-0.833,-0.825,-238.159,-127.319,-89.661
-0.478,-1.381,-1.802,-260.742,-65.247,-49.316
-0.681,-1.072,-1.965,-128.357,30.029,-15.503
-0.770,-1.375,-1.603,-45.532,79.712,-17.639
-0.818,-1.367,-1.265,-43.457,98.633,-22.095
-0.842,-1.018,-0.889,-40.588,103.943,-52.002
-0.998,-1.023,-0.446,-17.456,110.413,-85.083
-1.088,-1.201,-0.175,9.216,108.154,-92.712
-0.871,-1.226,-0.037,5.920,87.219,-75.256
-0.798,-1.118,-0.057,-7.324,37.170,-24.109
-0.780,-0.904,-0.024,32.349,6.897,1.770
-0.752,-0.799,0.392,13.306,-7.446,13.489
