acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.026,-0.645,1.039,-114.075,147.400,-10.132
0.136,-0.597,0.996,-116.516,147.766,-14.099
0.298,-0.583,0.962,-37.292,-116.577,21.667
-0.511,-0.723,0.928,57.922,-270.691,31.677
-0.899,-0.934,0.830,60.974,-291.260,64.209
-1.046,-0.814,0.715,38.147,-299.988,94.177
-1.192,-0.665,0.575,38.757,-287.170,107.727
-1.329,-0.873,0.361,59.204,-261.353,132.324
-1.331,-0.982,0.255,41.870,-229.004,179.260
-1.312,-0.880,0.171,-18.311,-183.716,226.013
-1.242,-0.545,-0.140,-34.729,-139.160,243.713
-0.944,-0.533,-0.504,38.391,-115.540,216.248
-0.821,-0.729,-0.526,28.198,-126.099,199.768
-0.661,-0.921,-0.708,0.977,-144.958,181.152
-0.679,-0.957,-0.806,16.479,-172.058,154.724
-0.704,-0.925,-0.921,67.871,-177.612,132.263
-0.752,-0.864,-0.930,96.252,-175.476,117.493
-0.787,-0.998,-0.806,140.381,-141.418,72.571
-0.859,-1.271,-0.789,110.413,-108.337,57.617
-0.912,-1.268,-1.052,94.238,-97.839,45.044
-0.859,-1.054,-1.265,136.902,-112.488,15.808
-0.834,-0.882,-1.025,199.158,-119.690,-18.738
-0.866,-0.899,-0.760,274.353,-85.510,-38.757
-0.088,-1.407,2.010,404.968,170.227,-38.147
0.330,-2.825,2.893,312.561,462.463,79.529
0.473,-2.936,2.895,230.957,539.001,143.066
0.626,-2.323,1.501,81.787,580.750,254.761
1.134,-1.555,-0.127,20.447,397.583,221.436
1.257,-0.854,-0.576,27.710,131.409,105.408
-0.827,-1.032,0.562,75.989,-216.980,4.028
0.373,-0.949,1.271,-22.522,-77.332,60.486
0.161,-0.587,0.985,-49.133,-19.104,44.434
-0.378,-1.180,-0.071,-73.303,-18.616,-96.985
-0.368,-1.113,0.070,-32.043,-14.893,-48.950
