acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.649,-0.984,0.081,-99.060,7.629,39.307
-0.858,-0.815,0.316,-23.254,-0.305,53.955
-0.827,-0.832,0.422,-42.175,10.681,42.419
-0.781,-0.867,0.388,-92.041,27.649,25.146
-0.779,-0.923,0.094,-139.343,37.231,18.860
-0.795,-0.979,-0.046,-118.835,26.978,32.776
-0.819,-0.993,-0.053,-107.056,14.038,52.002
-0.832,-0.951,-0.106,-107.483,0.977,67.444
-0.766,-0.897,-0.367,-88.318,-29.297,82.703
-0.750,-0.947,-0.466,-77.576,-42.603,89.111
-0.795,-1.079,-0.545,-50.293,-71.228,106.567
-0.875,-1.125,-0.641,-16.235,-109.070,133.179
-0.850,-1.071,-0.679,-2.686,-124.756,139.709
-0.813,-1.133,-0.713,5.127,-129.028,139.832
-0.814,-1.107,-0.775,50.110,-136.414,139.282
-0.779,-0.923,-0.902,81.787,-139.160,126.282
-0.745,-1.048,-0.987,103.516,-139.221,104.187
-0.725,-1.190,-1.032,130.981,-136.963,92.773
-0.662,-1.190,-1.053,167.908,-125.183,94.116
-0.615,-1.004,-0.939,202.820,-101.318,89.233
-0.543,-0.669,-0.779,297.668,-65.491,66.406
-0.176,-0.646,1.077,383.789,104.919,-13.550
-0.062,-1.491,2.142,254.639,280.579,-14.526
-0.070,-2.180,1.935,66.589,448.425,26.733
0.183,-1.797,1.438,-27.527,538.635,52.002
0.551,-1.809,0.819,3.296,497.986,36.865
0.821,-2.112,0.564,-24.170,445.435,37.231
0.830,-1.967,0.416,-63.110,240.723,72.083
0.637,-1.585,0.221,20.691,95.093,95.825
0.370,-1.057,0.261,99.792,-24.841,87.097
