acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.802,-0.939,0.432,-42.908,-22.278,-29.846
-0.830,-0.930,0.428,-55.420,-11.475,-5.615
-0.833,-0.746,0.331,-41.809,-24.658,1.526
-0.855,-0.796,0.523,-3.479,-77.942,-12.634
-0.864,-0.674,0.735,-26.794,-77.820,-5.127
-0.784,-0.490,0.725,-65.002,-58.777,-15.991
-0.489,-1.088,-0.039,-199.585,15.564,-6.287
-0.531,-1.276,-0.295,-181.091,-2.563,33.875
-0.522,-1.375,-0.425,-162.415,-25.330,70.496
-0.513,-1.597,-0.478,-143.250,-44.739,108.643
-0.474,-1.727,-0.550,-127.869,-58.594,147.278
-0.372,-1.529,-0.676,-103.027,-68.604,165.039
-0.222,-1.229,-0.684,-44.067,-71.411,150.330
-0.130,-1.163,-0.654,-31.799,-64.880,143.250
-0.022,-1.311,-0.731,-15.503,-31.738,134.521
-0.014,-1.526,-1.022,-16.846,-23.193,141.296
-0.097,-1.386,-1.169,40.161,-12.024,181.641
-0.106,-1.103,-1.156,78.125,-5.676,185.974
-0.161,-1.344,-1.045,187.744,31.311,171.020
-0.310,-1.350,-0.579,241.516,82.642,157.715
-0.587,-0.623,0.776,328.186,300.110,21.484
-0.612,-1.033,1.624,310.425,406.921,-66.467
-0.275,-1.771,1.874,282.471,485.474,-93.811
0.453,-2.226,1.514,305.115,449.463,-35.400
0.757,-2.195,1.597,313.110,285.339,35.583
0.315,-2.107,2.203,271.606,135.498,62.866
-0.117,-1.636,2.214,131.653,117.432,62.012
-0.141,-1.074,1.595,40.405,142.517,15.686
0.049,-0.821,1.001,2.441,144.409,-19.409
0.186,-1.307,0.075,-95.337,26.489,-114.502
0.089,-1.339,0.026,-88.013,-9.888,-98.938
