acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.984,-0.617,0.198,-69.641,83.618,-62.317
-1.103,-0.233,0.288,22.400,58.289,-90.027
-1.116,-0.218,0.271,14.038,68.848,-95.520
-1.069,-0.265,0.404,50.293,67.200,-89.722
-1.166,-0.084,0.180,29.236,63.660,-103.699
-1.201,-0.205,0.296,-0.671,62.622,-97.534
-1.256,-0.160,0.173,-36.377,56.274,-86.304
-1.303,-0.088,-0.021,-36.438,40.833,-69.946
-1.407,-0.009,-0.092,-25.879,26.245,-51.453
-1.507,0.105,-0.131,-51.331,4.456,-35.034
-1.606,0.090,-0.351,-66.711,-5.737,-28.076
-1.832,0.258,-0.696,-88.867,-26.306,-11.658
-2.143,0.333,-1.047,-90.210,-50.903,3.784
-2.436,0.466,-1.515,-107.056,-57.495,6.287
-2.730,0.659,-2.056,-153.320,-76.416,-16.663
-2.754,0.764,-2.308,-29.358,-105.957,-58.960
-2.183,0.639,-1.865,138.000,-138.245,-108.826
-1.233,0.562,-0.746,191.528,-111.145,-152.039
0.566,0.169,1.896,185.364,-8.362,-187.134
1.255,-0.356,3.072,287.170,124.512,-206.665
1.854,-2.094,4.000,101.868,320.496,-60.120
1.503,-1.487,3.353,-22.705,248.779,79.285
1.044,-2.045,1.849,100.464,-11.902,274.353
0.860,-0.794,1.278,140.991,-156.860,345.398
0.293,1.059,1.782,32.593,-301.208,204.712
-0.213,1.445,2.016,-58.533,-101.990,-18.372
-0.699,0.052,1.435,-150.879,122.803,-114.685
-0.911,-0.555,0.564,-147.583,211.914,-79.956
-0.839,0.191,0.803,7.324,-84.106,61.584
-0.906,0.338,1.066,13.550,-34.607,37.109
-0.970,0.176,1.036,13.428,27.527,21.729
-0.901,0.051,0.850,6.836,45.105,17.761
