acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.962,-0.545,0.356,36.499,15.442,-28.748
-1.002,-0.535,0.473,19.531,20.264,-35.645
-1.024,-0.435,0.657,-18.921,22.583,-49.561
-1.022,-0.386,0.700,-58.960,14.587,-65.491
-0.988,-0.355,0.711,-84.290,-0.305,-70.618
-0.894,-0.336,0.783,-98.999,-13.123,-66.040
-0.837,-0.452,0.812,-117.493,-16.724,-50.049
-0.413,-1.038,-0.332,-160.889,-2.625,67.810
-0.455,-1.182,-0.628,-151.123,0.793,58.533
-0.579,-1.430,-1.223,-107.361,-3.113,41.931
-0.667,-2.093,-1.549,9.094,-19.775,50.842
-0.834,-2.775,-1.899,63.721,-43.030,111.511
-0.981,-2.593,-2.183,125.000,-67.871,161.072
-1.027,-2.146,-2.343,241.943,-80.139,159.790
-0.938,-1.757,-2.172,299.927,-76.355,144.836
-0.793,-1.375,-1.490,388.367,19.592,80.322
-0.586,-0.945,-0.345,432.678,169.189,36.682
-0.169,-0.733,1.491,484.192,350.342,-22.339
0.402,-1.247,3.893,381.409,515.625,-69.458
0.852,-1.730,4.000,241.882,540.405,-50.110
0.921,-1.837,3.841,154.785,332.458,72.388
-0.269,-1.287,2.582,-16.663,-92.651,289.917
-0.892,-0.368,1.873,66.040,-241.882,272.400
-0.500,0.498,2.083,40.222,-239.014,93.750
-0.297,0.212,1.922,-33.081,-138.184,-96.497
-0.211,-0.515,1.562,-124.329,-21.790,-176.392
-0.244,-0.868,0.909,-167.480,43.030,-160.156
-0.856,-0.880,0.351,-62.927,0.732,-69.641
-0.900,-0.793,0.178,-76.721,18.494,-52.124
-1.049,-0.765,-0.118,-17.151,25.879,-46.082
-1.110,-0.817,-0.146,-11.475,32.104,-19.226
-1.024,-0.628,-0.115,-10.437,36.072,-2.930
