acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.232,-1.178,-0.117,-46.570,212.891,123.962
-0.321,-1.287,0.060,-24.841,224.426,164.368
-0.393,-1.357,0.136,-21.057,218.750,172.119
-0.461,-1.300,0.233,-29.175,220.337,167.175
-0.597,-1.181,0.167,-25.940,220.398,137.634
-0.663,-1.071,0.063,8.850,198.914,107.300
-0.758,-1.098,0.110,36.194,165.222,74.036
-0.847,-1.146,0.266,44.312,137.573,49.805
-0.922,-1.220,0.481,42.542,122.314,39.124
-0.891,-1.152,0.630,42.358,108.643,25.085
-0.857,-1.237,0.725,35.278,59.814,-32.837
-0.902,-1.305,0.784,31.555,40.466,-56.458
-0.943,-1.413,0.748,93.872,-37.292,-133.301
-0.996,-1.807,0.903,130.005,-101.013,-174.499
-0.804,-2.246,1.653,112.854,-131.226,-202.209
-0.741,-2.719,2.230,100.769,-103.027,-214.722
-0.528,-3.020,2.378,52.368,-40.222,-221.985
-0.177,-3.191,2.020,-23.071,-85.144,-249.817
0.384,-3.090,1.248,-150.330,-224.243,-291.992
0.740,-2.456,0.571,-137.939,-405.640,-354.675
0.835,-2.207,0.324,11.169,-543.274,-431.946
1.170,-2.608,0.488,92.896,-585.632,-479.858
2.307,-2.324,0.382,41.443,-554.138,-491.577
2.624,-2.009,0.009,-71.472,-471.436,-414.490
2.875,-1.272,-0.370,-17.639,-405.945,-331.360
2.771,-0.821,-0.601,44.128,-326.050,-277.283
2.441,-0.667,-0.412,60.730,-212.402,-219.482
2.009,-0.455,-0.245,15.381,-77.271,-144.653
1.625,-0.271,-0.486,-82.214,27.588,-70.862
1.186,-0.203,-1.118,-162.292,90.820,11.108
1.000,-0.113,-1.512,-138.245,86.731,26.062
0.794,-0.194,-1.562,-2.808,14.221,34.119
0.524,-0.304,-1.259,28.015,-28.748,29.541
0.128,-0.992,-0.808,-133.179,122.742,85.510
0.074,-0.951,-0.760,-151.855,124.695,92.224
