acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.129,-1.261,-0.206,14.038,81.299,146.973
-0.227,-1.198,-0.103,-10.925,95.642,162.720
-0.386,-1.252,-0.225,-68.420,170.288,139.160
-0.469,-1.234,-0.312,-75.073,177.124,150.391
-0.614,-1.160,-0.437,-80.811,174.316,153.870
-0.783,-1.020,-0.614,-58.228,157.654,145.325
-0.949,-0.911,-0.682,-6.958,130.066,120.422
-1.118,-1.006,-0.750,38.269,90.271,93.567
-1.300,-1.193,-0.709,51.575,51.025,70.251
-1.447,-1.385,-0.561,67.627,34.485,41.687
-1.505,-1.642,-0.469,110.901,29.297,5.676
-1.495,-1.893,-0.380,147.156,15.747,-37.354
-1.446,-1.989,-0.253,166.748,-4.883,-96.252
-1.361,-2.164,-0.147,193.909,-25.024,-166.931
-1.280,-2.432,-0.115,229.370,-50.110,-221.313
-1.202,-2.593,-0.028,241.882,-83.862,-257.202
-1.055,-2.633,0.328,218.750,-107.544,-286.743
-0.849,-2.583,0.650,158.752,-93.201,-334.473
-0.609,-2.314,1.045,150.269,-78.979,-352.417
-0.246,-2.489,1.163,95.032,-56.580,-399.841
0.715,-2.196,0.374,-40.955,-175.903,-392.944
1.040,-2.026,0.112,-23.376,-235.840,-383.728
1.663,-1.922,-0.229,47.729,-322.876,-364.014
1.891,-1.844,-0.390,64.453,-327.393,-330.566
2.312,-1.332,-0.508,73.975,-252.441,-272.156
2.356,-0.902,-0.156,71.533,-60.791,-188.416
2.099,-0.411,-0.158,33.264,1.587,-157.837
1.947,-0.051,-0.841,-70.923,60.425,-82.214
1.779,0.149,-1.412,-75.623,34.485,-58.960
1.597,0.154,-1.496,-0.122,-71.289,0.427
1.317,0.032,-1.215,24.048,-91.858,25.330
1.032,-0.051,-0.898,-2.075,-50.537,39.307
0.734,-0.178,-0.969,-87.402,68.542,49.866
0.620,-0.263,-1.137,-93.079,83.496,43.762
0.570,-0.286,-1.124,-51.086,63.721,32.959
