acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.121,-1.238,0.065,3.357,164.734,138.977
-0.637,-1.073,0.308,13.550,239.441,134.033
-0.731,-1.133,0.285,1.343,247.803,134.094
-0.947,-1.184,0.144,-14.526,249.268,135.803
-1.202,-1.000,-0.225,20.325,209.473,109.863
-1.426,-1.089,-0.164,61.768,168.152,90.393
-1.644,-1.151,0.028,59.814,146.423,74.097
-1.751,-1.109,0.132,67.078,143.921,46.936
-1.729,-1.150,0.243,85.510,138.184,16.907
-1.531,-1.229,0.432,70.618,109.619,-4.883
-1.445,-1.194,0.508,59.021,61.707,-35.339
-1.190,-1.472,0.906,120.422,-9.399,-99.609
-0.974,-2.094,1.211,128.784,-53.284,-112.000
-0.753,-2.332,1.741,103.455,-68.542,-113.586
-0.460,-2.537,2.063,1.648,-63.110,-176.453
-0.096,-3.062,1.917,-50.171,-72.876,-225.037
0.259,-3.398,1.606,-90.881,-134.521,-234.253
0.514,-3.200,1.372,-126.221,-210.449,-254.089
0.743,-3.043,1.180,-140.381,-252.869,-307.678
1.126,-3.267,1.094,-160.217,-262.939,-372.681
1.930,-3.570,0.756,-191.650,-261.169,-371.582
2.791,-2.952,-0.081,-257.874,-339.111,-268.799
2.688,-1.591,-0.660,-239.075,-395.874,-234.619
2.115,-0.992,-0.946,-79.041,-513.672,-208.984
1.963,-0.796,-0.809,3.784,-474.182,-257.263
1.940,-1.144,-0.243,31.006,-324.402,-260.864
1.793,-1.006,-0.187,-19.897,-149.780,-194.580
1.383,-0.407,-0.910,-108.398,-16.296,-85.205
1.171,-0.370,-1.406,-106.323,-9.033,-53.467
0.950,-0.332,-1.609,-54.871,-29.663,-6.409
0.670,-0.425,-1.379,33.813,-69.031,7.812
0.455,-0.615,-0.961,38.147,-62.622,5.615
0.182,-0.984,-0.854,-85.144,71.533,22.583
0.143,-0.916,-1.090,-82.520,96.802,47.424
0.079,-0.740,-1.106,-28.137,88.745,56.152
