acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.446,-1.127,0.017,-43.518,182.800,113.281
-0.417,-1.129,0.086,1.648,131.409,99.365
-0.463,-1.141,0.093,-2.258,133.667,101.807
-0.559,-1.169,0.054,-23.499,136.963,108.459
-0.601,-1.092,-0.195,-29.602,112.183,75.500
-0.712,-1.265,-0.097,1.892,94.604,69.275
-0.838,-1.407,0.062,20.386,83.984,72.937
-0.914,-1.436,0.031,15.930,70.496,64.636
-0.969,-1.342,-0.101,14.099,57.373,53.955
-1.060,-1.304,-0.128,56.030,-4.089,-5.371
-1.178,-1.421,-0.001,102.112,-48.767,-39.001
-1.259,-1.606,0.236,130.676,-77.698,-58.411
-1.321,-1.679,0.481,137.024,-85.449,-71.350
-1.380,-1.928,0.712,130.920,-81.177,-90.576
-1.388,-1.876,0.729,86.487,-74.219,-107.239
-1.218,-1.595,0.602,57.556,-80.750,-150.757
-1.025,-1.809,0.668,108.704,-114.258,-217.895
-0.835,-2.147,0.898,136.780,-121.948,-224.670
-0.462,-2.325,1.240,169.373,-117.065,-232.666
0.005,-2.468,1.541,153.687,-107.361,-239.685
0.570,-2.486,1.609,62.317,-102.173,-294.861
1.234,-2.570,1.072,-18.311,-171.936,-358.459
1.777,-2.573,0.117,-120.483,-317.627,-391.785
2.088,-2.117,-0.676,-118.774,-483.337,-377.930
2.015,-1.115,-1.207,5.371,-600.769,-381.592
1.478,-0.601,-0.786,204.895,-589.783,-391.846
1.640,-1.021,0.457,272.156,-414.551,-346.252
1.909,-0.795,0.575,111.572,-163.147,-252.380
1.767,-0.930,-0.222,-165.100,90.637,-92.957
1.497,-0.648,-0.911,-209.961,108.459,-15.991
1.300,-0.191,-1.310,-153.809,54.077,-5.249
1.020,-0.028,-1.397,-45.288,-30.212,-34.851
0.582,-0.515,-1.008,39.673,-94.177,-55.298
