acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.378,-1.129,-0.249,20.325,141.785,175.110
-0.446,-1.187,-0.264,39.307,131.531,177.002
-0.478,-1.159,-0.179,52.429,110.779,163.696
-0.516,-1.226,-0.134,36.194,101.379,115.112
-0.527,-1.299,-0.166,36.499,100.708,101.440
-0.474,-1.367,-0.186,52.307,90.271,65.125
-0.458,-1.422,-0.183,49.011,81.787,44.739
-0.444,-1.367,-0.252,52.185,69.519,28.809
-0.449,-1.305,-0.194,65.063,54.138,6.531
-0.420,-1.308,0.008,55.237,52.368,-29.175
-0.395,-1.359,0.100,28.076,65.369,-62.744
-0.275,-1.394,0.083,14.954,70.740,-64.880
-0.148,-1.233,-0.112,-16.663,64.270,-61.584
-0.001,-1.197,-0.333,16.663,-33.752,-73.914
-0.080,-1.204,-0.397,34.912,-49.622,-42.175
-0.358,-1.159,0.054,167.786,-89.111,-73.547
-0.583,-1.623,0.523,184.875,-77.820,-77.942
-0.648,-2.050,0.790,161.987,-32.043,-57.190
-0.520,-2.082,0.886,25.208,-17.517,-69.397
-0.192,-1.800,0.595,-93.506,-41.870,-123.901
0.895,-1.090,-0.371,37.842,-314.270,-405.701
1.450,-1.561,-0.565,8.545,-419.128,-452.393
1.930,-1.386,-0.586,-52.307,-472.046,-430.542
1.900,-0.729,-0.361,-36.560,-434.387,-378.357
1.705,-0.347,-0.269,9.583,-327.332,-316.040
1.661,-0.461,-0.638,-68.176,-186.157,-216.736
1.551,-0.434,-0.981,-109.253,-159.363,-186.096
1.397,-0.308,-1.172,-139.832,-125.488,-129.028
1.226,-0.192,-1.158,-89.478,-103.760,-91.187
1.072,-0.329,-1.071,-23.804,-86.243,-76.294
0.928,-0.461,-0.953,-27.954,-61.340,-66.345
0.806,-0.570,-0.911,-59.875,-41.931,-52.429
0.731,-0.606,-0.989,-79.773,-30.334,-37.537
0.649,-0.528,-1.107,-70.068,-32.715,-33.936
0.539,-0.564,-1.004,-34.424,-35.339,-36.621
0.388,-0.813,-0.814,-46.936,-6.653,-17.639
0.339,-0.717,-1.021,-69.153,-2.686,-10.376
0.297,-0.621,-1.081,-23.560,-16.968,-19.897
0.220,-0.754,-0.968,-24.536,100.403,5.371
0.226,-0.795,-0.974,10.437,101.135,9.644
0.193,-0.842,-0.890,21.362,101.746,12.634
