acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.091,-1.223,0.003,-38.818,101.868,160.706
0.063,-1.256,0.039,-29.236,119.141,170.227
0.081,-1.203,0.082,-101.990,151.611,164.795
0.082,-1.204,0.088,-101.624,154.663,169.312
0.122,-1.203,0.076,-88.928,156.128,178.467
0.221,-1.224,0.049,-67.688,150.391,181.274
0.191,-1.318,0.163,-26.489,144.592,188.782
0.167,-1.313,0.204,-17.639,145.264,191.162
0.156,-1.324,0.172,-35.217,142.761,169.128
0.107,-1.374,0.137,-59.692,138.245,143.311
-0.009,-1.388,0.202,-70.557,141.296,126.343
-0.096,-1.404,0.240,-83.679,155.823,113.647
-0.088,-1.378,0.017,-91.736,159.973,100.464
-0.075,-1.272,-0.160,-75.012,145.081,80.994
-0.145,-1.278,-0.167,-62.378,124.756,53.223
-0.251,-1.422,-0.068,-67.444,113.342,32.776
-0.384,-1.543,-0.107,-66.162,105.469,23.376
-0.404,-1.541,-0.195,21.851,57.251,0.366
-0.417,-1.731,-0.161,106.506,-0.183,-29.114
-0.455,-2.020,-0.052,162.537,-55.420,-67.810
-0.517,-2.100,0.067,197.144,-94.421,-121.887
-0.619,-2.229,0.292,208.740,-103.027,-170.532
-0.648,-2.354,0.434,174.377,-81.787,-197.876
-0.469,-2.278,0.432,149.231,-44.556,-231.689
-0.270,-2.345,0.502,171.265,-1.709,-267.578
-0.011,-2.705,0.638,172.852,37.720,-283.264
0.620,-2.846,0.630,119.385,54.749,-293.274
0.865,-2.832,0.585,63.904,32.532,-318.604
1.559,-1.973,0.077,46.204,-26.550,-323.669
1.778,-1.517,-0.031,77.576,-127.502,-401.672
2.268,-1.648,0.075,146.484,-219.360,-486.511
2.337,-1.701,0.163,131.165,-280.762,-426.453
2.327,-0.837,-0.145,41.809,-289.307,-304.810
2.251,0.082,-0.406,-35.461,-249.634,-229.553
1.915,0.270,-0.491,-10.376,-155.457,-161.865
1.646,0.655,-0.819,39.978,-67.200,-118.652
1.285,0.604,-1.123,27.039,-25.574,-96.069
1.058,0.391,-1.198,-2.808,-7.996,-59.814
0.848,0.284,-1.229,-2.075,2.014,-15.198
0.646,0.319,-1.298,20.447,-3.540,13.855
0.488,0.141,-1.264,44.922,-19.348,20.630
