acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.156,-1.211,0.100,-92.041,163.086,169.983
0.165,-1.263,0.088,-86.487,169.861,176.147
0.173,-1.187,0.051,-106.506,176.758,169.128
0.207,-1.185,0.043,-94.971,174.377,117.249
0.207,-1.255,-0.056,-57.434,154.297,103.394
0.155,-1.207,-0.110,-27.649,120.483,90.088
-0.170,-1.294,0.054,-14.526,82.703,51.575
-0.259,-1.448,-0.032,-10.132,76.904,39.307
-0.337,-1.621,-0.075,-9.521,52.002,27.588
-0.434,-1.809,-0.050,-6.714,42.236,23.682
-0.465,-1.875,-0.085,12.512,11.963,-5.188
-0.491,-1.958,-0.119,61.707,-19.775,-44.495
-0.585,-2.091,0.054,90.820,-47.485,-95.276
-0.626,-2.286,0.296,109.619,-54.993,-144.287
-0.604,-2.385,0.309,166.382,-64.758,-185.059
-0.599,-2.567,0.486,206.116,-78.247,-223.328
-0.558,-2.784,0.905,209.595,-73.303,-257.629
-0.110,-2.756,1.394,240.967,-51.270,-308.044
0.230,-3.015,1.344,184.753,-40.894,-421.387
0.906,-2.900,0.833,103.027,-64.331,-450.623
1.874,-2.055,0.014,16.785,-267.456,-494.629
2.591,-1.210,-0.190,152.710,-419.128,-505.249
2.696,-1.057,0.184,279.663,-464.844,-470.093
2.686,-1.108,0.255,186.096,-414.978,-355.835
2.805,-0.353,0.379,68.054,-294.556,-218.323
2.531,0.504,0.097,15.625,-154.541,-136.353
2.008,0.472,-0.763,-41.809,-44.800,-54.260
1.599,0.050,-1.067,-47.729,-28.381,4.089
1.145,-0.065,-1.120,-42.053,-25.146,34.607
0.795,0.322,-1.026,14.099,-16.602,45.166
0.432,-0.906,-0.741,4.089,14.282,-16.296
