acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.149,-1.221,-0.145,-7.202,122.375,178.467
-0.225,-1.312,-0.141,17.029,128.357,203.369
-0.290,-1.278,-0.188,7.263,127.991,213.379
-0.387,-1.164,-0.205,-23.010,124.084,221.069
-0.547,-1.032,-0.331,-0.732,115.540,170.166
-0.597,-1.088,-0.385,21.240,100.037,149.963
-0.650,-1.110,-0.400,19.104,91.614,143.250
-0.696,-1.059,-0.406,15.442,75.256,127.686
-0.774,-0.994,-0.430,8.057,73.975,112.976
-0.818,-0.807,-0.435,16.846,75.989,89.233
-0.868,-0.825,-0.388,50.964,73.914,61.218
-0.928,-1.051,-0.302,51.758,68.787,36.316
-0.948,-1.233,-0.275,39.673,61.523,11.841
-0.906,-1.258,-0.220,100.159,35.522,-13.916
-0.877,-1.690,-0.074,139.465,-8.179,-40.344
-0.915,-1.931,0.026,98.999,-68.909,-88.623
-0.949,-2.048,0.128,99.670,-90.454,-119.019
-0.980,-2.311,0.279,108.582,-94.849,-130.493
-0.963,-2.377,0.238,68.237,-88.989,-165.649
-0.894,-2.325,0.154,83.740,-91.003,-215.332
-0.720,-2.641,0.422,86.121,-83.740,-269.836
-0.375,-3.010,0.696,22.156,-55.786,-312.378
0.126,-2.895,0.568,-56.396,-46.875,-353.516
0.685,-2.382,0.218,-62.317,-90.820,-410.339
1.863,-2.120,-0.348,-11.597,-230.835,-470.154
2.096,-2.073,-0.449,-18.005,-281.494,-454.040
2.117,-1.499,-0.929,-28.687,-349.915,-362.061
2.119,-0.755,-1.021,45.593,-320.435,-248.474
1.966,-0.679,-0.513,51.453,-188.416,-190.735
1.905,-0.365,-0.201,23.193,-99.670,-166.809
1.596,-0.063,-0.495,-125.244,122.498,-135.254
1.383,0.097,-1.084,-156.616,156.799,-126.709
1.318,-0.094,-1.668,-112.183,103.333,-111.816
1.247,-0.227,-1.636,-53.650,14.587,-73.792
0.982,-0.443,-1.371,-22.888,-50.476,-20.020
