acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.184,0.547,-1.198,-213.257,-15.442,-16.907
0.213,0.714,-1.438,-98.755,-24.292,-42.053
-1.587,-3.325,3.562,51.697,185.791,223.633
-3.063,-2.940,4.000,-36.560,286.743,433.289
-0.590,0.081,1.589,-1.709,78.369,246.948
-1.082,-0.399,0.775,-124.939,-193.481,-343.323
-1.329,-0.837,0.170,-45.166,-37.415,-239.258
-1.370,-0.913,0.185,15.503,53.894,-160.706
-1.370,-0.732,0.067,109.131,216.431,-12.024
-1.615,-0.326,0.060,93.750,278.259,77.209
-1.552,-0.194,-0.232,28.809,254.272,104.919
-1.245,0.102,-0.565,40.100,98.389,58.594
-1.094,0.088,-0.542,117.554,-41.931,2.502
-1.216,-0.101,-0.124,132.202,-129.761,-33.997
-1.337,-0.133,0.200,108.948,-148.376,-42.419
-1.411,-0.163,0.391,109.924,-129.272,-22.217
-1.349,-0.133,0.385,134.460,-100.769,16.357
-1.126,0.050,0.267,144.897,-76.233,39.795
-0.762,0.539,-0.893,71.045,-83.679,-26.611
-0.572,0.604,-1.494,-11.353,-109.802,-54.199
-0.115,0.827,-2.207,4.822,-129.883,-90.698
0.310,0.764,-2.196,89.233,-127.991,-110.474
-2.231,-2.783,4.000,391.296,258.545,320.374
-2.800,-0.598,3.772,-37.048,338.867,443.603
-0.211,2.141,1.153,-6.287,17.151,46.997
-0.288,0.924,1.206,-89.783,-301.147,-343.933
-1.046,0.290,1.379,-196.899,-271.973,-406.677
-1.225,0.526,-0.189,-7.874,221.436,34.973
-1.247,0.753,-0.473,-95.337,189.148,52.673
-1.133,0.884,-0.670,-82.764,109.314,20.691
-1.099,0.775,-0.407,-73.975,28.809,-19.531
-1.201,0.518,-0.078,-103.271,-11.902,-37.720
-1.173,0.323,0.075,-149.170,-17.151,-30.090
-0.375,-0.040,-1.479,-136.902,-76.782,30.762
-0.182,0.027,-1.543,-35.583,-69.397,13.184
-1.119,-0.915,0.793,132.568,163.513,54.504
-2.027,-1.585,2.876,85.632,274.170,157.837
-1.598,-1.300,3.223,29.358,218.567,233.948
-0.287,0.253,1.682,73.425,-76.355,105.164
-0.389,0.511,1.815,-0.549,-297.607,-122.803
-0.810,0.307,1.764,-82.764,-235.901,-233.459
-1.014,-0.302,0.797,-51.880,-71.411,-200.623
-1.214,-0.523,0.151,-1.587,92.651,-89.783
-1.438,-0.429,-0.280,42.358,194.458,23.804
-1.773,-0.269,-0.314,62.012,202.087,100.281
-1.871,0.130,-0.279,58.044,152.710,105.225
-1.633,0.297,-0.038,45.776,77.148,44.373
-1.451,-0.013,0.190,16.296,-0.305,-11.414
-1.280,-0.230,0.212,-12.451,-60.791,-24.536
-0.289,0.225,-1.257,-36.804,-111.694,32.593
-0.188,0.389,-1.440,-36.987,-118.042,14.465
-0.050,0.549,-1.667,-5.249,-111.694,-31.738
-1.448,-1.110,2.856,218.445,291.016,122.559
-2.504,-0.906,4.000,132.996,340.027,248.596
-0.753,0.457,2.070,-20.569,67.505,148.315
-0.201,0.893,0.810,-133.789,-300.171,-115.173
-1.225,0.463,0.781,-79.285,-240.479,-257.568
-1.296,-0.265,0.306,-40.588,-129.761,-224.182
-1.093,0.207,-0.561,23.499,252.869,25.269
-1.342,0.526,-0.662,-22.339,219.788,50.842
-1.422,0.727,-0.652,-16.296,137.390,42.908
-1.505,0.460,-0.150,25.879,42.236,31.555
-1.471,0.392,0.181,9.644,-26.306,27.893
-1.446,0.490,0.190,-67.322,-50.476,12.756
-1.339,0.579,-0.004,-121.521,-45.288,-25.757
-1.132,0.525,-0.138,-91.248,-44.250,-45.959
-0.793,0.177,-1.000,-90.820,-69.397,57.251
-0.747,0.289,-1.192,-105.347,-96.313,84.656
-0.489,0.512,-1.396,-127.441,-118.042,75.500
0.215,0.594,-1.937,-119.141,-124.817,-8.240
0.588,-0.001,-1.366,-56.335,-103.760,-32.227
-0.077,-1.571,0.633,296.021,103.027,56.641
-1.959,-3.095,3.504,396.728,203.125,161.621
-2.549,-2.736,4.000,207.947,369.751,419.983
0.020,0.465,2.012,-55.176,292.358,306.396
-0.141,0.794,1.089,-190.796,-230.530,-345.398
-0.898,-0.191,1.496,-192.200,-237.793,-425.110
-1.506,-0.495,0.526,-75.073,-94.849,-289.368
-1.575,-0.675,0.380,127.563,105.164,-83.252
-1.431,-0.424,0.323,204.590,258.545,81.299
-1.706,-0.243,0.214,127.808,285.950,163.086
-1.759,0.172,-0.074,25.696,243.591,156.250
-1.433,0.641,-0.358,11.902,159.729,62.317
-1.274,0.444,-0.254,67.017,62.073,-44.495
-1.358,-0.162,0.163,57.678,-10.498,-86.487
-1.313,-0.318,0.252,42.603,-15.808,-56.641
-1.195,-0.426,0.087,39.795,-15.503,-32.776
-0.795,0.196,-0.859,-9.277,-80.994,25.330
-0.773,0.263,-1.228,-25.757,-106.079,17.578
-0.547,0.493,-1.703,-6.470,-132.324,3.662
-0.485,0.607,-1.487,96.252,-141.602,-21.240
-1.209,-0.076,0.386,415.466,-53.345,17.700
-2.348,-1.871,3.480,413.147,17.944,83.374
-3.007,-1.586,3.696,-127.563,170.593,311.462
-1.253,1.150,1.003,-5.798,-46.814,144.226
-1.267,0.089,1.175,-101.807,-422.546,-220.276
-1.173,-0.092,0.911,-83.069,-338.379,-205.505
-1.018,-0.395,0.455,-57.861,-149.048,-91.736
