acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.113,1.299,-0.477,101.562,-121.582,-251.892
0.147,1.804,-0.443,98.999,-112.427,-394.958
0.530,1.894,-0.415,48.279,-62.561,-556.702
0.677,1.307,-0.191,28.137,71.594,-641.052
-1.448,-3.508,1.630,60.486,406.555,-373.108
-2.518,-0.829,0.305,258.606,739.258,388.977
-1.622,0.271,0.838,388.245,645.691,452.881
-0.863,-0.262,0.934,-69.031,31.006,83.435
-2.020,0.303,1.554,-195.496,-202.148,-190.124
-2.340,-0.257,1.871,-140.015,-112.305,-224.976
-1.620,-0.211,0.963,-145.386,44.678,-162.598
-0.992,-0.737,-0.099,-83.130,185.120,47.607
-1.097,-0.388,-0.199,-39.001,174.805,118.713
-1.237,-0.285,0.368,52.002,97.473,92.834
-1.253,-0.269,0.401,-2.808,96.863,74.341
-1.258,-0.167,0.356,-21.118,109.436,61.401
-1.267,-0.194,0.323,44.373,110.962,56.213
-1.251,-0.261,0.357,67.200,105.103,60.242
-1.253,-0.499,0.549,78.064,88.684,75.806
-1.207,-0.495,0.605,36.804,58.533,87.341
-1.138,-0.489,0.450,28.381,43.762,88.806
-1.104,-0.391,0.297,40.649,-23.376,93.445
-1.183,-0.467,0.406,67.627,-66.895,92.590
-1.440,-0.661,0.532,68.604,-93.750,100.342
-1.383,-0.373,0.317,45.105,-117.798,95.093
-1.152,-0.113,0.152,26.733,-144.409,61.646
0.272,1.781,-0.658,28.931,-137.390,-326.660
0.946,1.734,-0.813,154.907,-69.885,-501.953
-0.243,-1.613,0.852,233.398,94.360,-323.914
-1.059,-3.983,1.607,-0.366,298.035,302.673
-2.082,-0.572,0.226,57.983,212.646,633.484
-1.109,0.978,0.059,243.042,-193.542,321.533
-2.182,0.229,1.740,91.919,-364.990,-144.470
-2.007,-0.916,1.009,-48.950,-199.341,-360.046
-1.304,-1.206,0.249,-144.653,26.611,-277.161
-1.116,-1.132,-0.454,-148.193,43.030,-207.581
-1.209,-0.866,-0.812,-78.674,-29.480,22.339
-1.321,-0.413,-0.817,-39.734,-73.730,84.290
-1.466,-0.205,-0.663,42.297,-197.510,184.875
-1.620,-0.213,-0.377,54.749,-239.563,211.060
-1.684,-0.105,-0.182,47.424,-238.403,214.111
-1.604,0.072,-0.047,33.691,-206.421,190.796
-1.350,0.099,-0.011,25.330,-159.790,152.344
0.341,2.359,-0.896,-5.310,-82.886,-173.950
1.539,3.180,-1.409,29.846,-103.210,-391.357
2.186,1.976,-0.608,186.035,-24.414,-722.961
0.473,-3.512,2.585,148.010,147.461,-627.625
-1.411,-3.565,1.942,-64.880,837.768,445.984
-1.081,0.740,0.185,496.216,235.535,611.328
-1.863,-0.889,2.354,-22.400,-374.878,134.277
-3.636,0.001,3.158,-231.384,-415.039,-83.740
-2.545,-0.445,1.500,-296.387,-24.292,-351.379
-1.343,-0.557,0.247,-296.082,169.861,-331.177
-0.973,-0.602,-0.435,-185.974,242.798,-250.366
-0.694,-0.657,-0.790,-54.565,229.126,-114.441
-1.235,-0.136,0.356,31.555,67.139,147.461
-1.447,0.109,0.528,35.583,64.331,144.714
-1.396,0.062,0.630,47.180,66.833,106.018
-1.373,-0.149,0.698,1.221,86.548,41.748
-1.317,-0.198,0.684,-18.127,93.750,28.625
-1.173,-0.165,0.527,-57.556,98.145,-10.742
-1.123,-0.273,0.434,-42.358,84.717,-21.545
-0.975,-0.633,0.055,78.674,-60.791,143.372
-1.211,-0.800,0.256,116.699,-87.158,176.758
-1.480,-0.908,0.437,126.892,-100.525,196.716
-1.582,-0.719,0.545,101.074,-104.736,179.871
-1.607,-0.494,0.634,38.391,-102.417,103.882
-1.662,-0.406,0.590,41.504,-103.027,74.768
-1.595,-0.338,0.526,70.679,-124.084,9.644
-1.292,-0.196,0.568,74.768,-134.827,-9.583
-1.054,-0.079,0.577,14.282,-157.104,-66.772
0.266,1.212,-0.860,14.221,-118.958,-158.691
1.187,1.811,-1.186,44.006,-50.476,-317.871
1.607,1.621,-1.104,60.364,-0.671,-381.287
1.318,-1.265,0.912,159.546,207.031,-385.742
-0.038,-3.220,2.221,328.674,650.696,135.925
-1.704,-1.860,3.369,297.852,738.892,350.586
-1.538,0.356,2.948,305.481,535.461,585.938
-0.752,-0.548,2.093,260.620,255.798,467.224
-2.161,-0.700,2.970,-182.983,-354.797,41.077
-2.485,0.091,2.443,-258.423,-246.643,-104.004
-1.748,-0.044,0.912,-247.925,-56.213,-189.941
-1.469,-0.416,0.099,-156.372,72.998,-204.834
-1.492,-0.838,-0.307,39.917,179.077,-113.708
-1.426,-0.864,-0.191,74.707,179.871,-40.649
-1.340,-0.741,-0.146,22.217,138.489,17.151
-1.430,-0.469,-0.161,22.156,68.848,50.964
-1.400,-0.345,-0.145,75.012,-7.202,64.453
-1.373,-0.320,-0.009,93.872,-58.960,68.237
-1.347,-0.251,0.097,93.811,-73.059,63.110
-1.543,-0.407,0.393,101.807,-36.621,74.646
-1.553,-0.413,0.467,106.140,-17.578,87.646
-1.565,-0.510,0.592,114.014,15.259,115.662
-1.381,-0.377,0.465,73.792,33.997,121.155
-0.929,-0.642,0.273,101.501,-62.683,21.545
