acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-1.158,-0.389,0.560,106.201,119.629,-55.420
-2.534,-0.785,1.513,183.411,121.399,-18.005
-3.181,-0.939,2.080,193.665,85.571,37.048
-2.556,-0.232,1.527,102.539,-4.456,7.141
-2.010,0.307,0.878,78.674,-94.299,-98.450
-1.764,0.238,0.638,83.801,-109.802,-171.814
-1.364,0.122,0.435,55.481,-64.453,-194.580
-0.292,-0.242,-1.090,86.548,86.060,-61.707
-0.412,-0.405,-1.172,72.815,62.805,17.761
-0.481,-0.413,-1.321,66.406,21.973,96.252
-0.380,-0.331,-1.850,44.922,-50.598,142.883
-0.139,0.378,-2.140,42.480,-136.658,103.882
-0.123,0.779,-1.668,162.659,-174.927,-21.545
-2.752,-1.424,2.508,239.258,78.186,-10.071
-3.954,-2.037,3.681,156.128,163.452,219.543
-1.228,0.569,0.877,55.481,-167.358,119.263
-1.143,0.648,1.058,63.171,-340.210,-106.567
-0.958,0.099,1.444,52.429,-328.064,-172.974
-0.569,-0.408,0.975,-26.062,-142.334,-176.453
-1.031,0.156,-0.651,-20.874,1.587,-5.554
-1.130,0.159,-0.612,-30.334,23.010,-6.836
-1.402,0.020,-0.380,-40.222,77.881,2.625
-1.501,-0.053,-0.222,-34.912,146.362,38.391
-1.496,-0.041,-0.156,-33.875,151.733,59.937
-1.420,0.066,-0.116,-20.264,123.962,70.679
-1.259,0.051,-0.001,-12.817,105.041,72.510
