acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1.581,1.794,-1.359,-6.042,-85.449,-236.206
1.611,1.084,-0.671,125.854,6.470,-471.436
-1.022,-3.124,2.772,559.753,292.725,-385.071
-2.160,-3.412,3.542,151.611,636.597,604.858
-1.316,1.155,0.676,-19.287,238.342,608.948
-1.631,1.794,1.701,-6.897,-261.230,78.918
-2.746,0.472,2.344,-194.824,-214.783,-300.476
-1.865,-0.706,0.663,-250.244,174.622,-302.002
-1.277,-1.424,-0.521,-207.886,254.517,-216.492
-1.124,-1.385,-0.964,-83.191,274.597,67.810
-1.052,-0.927,-0.903,-31.006,167.786,189.636
-1.155,-0.484,-0.570,-21.179,36.804,237.732
-1.239,-0.290,-0.444,-17.944,-72.327,220.093
-1.317,-0.055,-0.134,2.869,-133.606,154.419
-1.439,-0.301,0.202,-27.649,-133.850,102.661
-1.654,-0.709,0.408,-110.535,-65.979,102.112
-1.631,-0.550,0.182,-108.582,-30.518,110.229
-1.510,-0.413,0.018,-85.754,-24.292,106.323
-1.483,-0.637,0.074,-11.353,-38.757,97.534
-1.482,-0.846,0.177,-11.963,-56.763,112.061
-1.550,-0.824,0.184,-15.625,-82.275,141.174
-1.517,-0.726,0.146,3.662,-91.980,143.921
-1.337,-0.647,0.164,63.354,-112.427,135.254
-1.201,-0.779,0.223,87.341,-123.413,117.432
-1.183,-0.817,0.223,64.819,-118.469,113.464
-1.103,-0.541,0.112,63.843,-124.023,100.647
-1.041,-0.379,0.349,154.297,-165.527,26.611
-0.927,-0.344,0.643,118.164,-147.827,-0.366
