acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-2.128,-0.418,2.232,236.389,116.150,-10.498
-3.173,-0.849,3.611,209.290,115.967,14.282
-2.502,-0.551,2.764,-0.122,-15.686,14.771
-1.684,0.345,1.284,-55.542,-97.351,-36.194
-1.570,0.478,0.908,-21.240,-209.839,-200.317
-1.420,-0.021,0.691,-8.118,-187.866,-217.285
-1.219,-0.269,0.426,-59.021,-51.208,-140.320
-0.749,0.343,-0.979,-64.392,99.060,-9.888
-0.873,0.323,-1.217,-117.432,77.026,-2.747
-1.070,0.222,-1.917,-181.274,12.146,26.062
-1.008,0.402,-2.995,-182.861,-110.718,60.120
-0.566,0.938,-3.926,-34.302,-277.222,33.264
-0.325,0.792,-3.213,98.694,-348.938,-8.301
-0.802,-1.568,1.406,434.570,-206.726,-34.607
-3.854,-2.376,4.000,360.352,207.458,221.252
-0.763,0.717,3.221,107.849,353.516,285.828
-0.007,0.828,1.299,-193.970,-236.999,-328.125
-1.290,-0.165,0.861,-202.332,-320.923,-416.077
-1.680,-1.351,0.089,-87.891,-88.989,-141.968
-1.125,-0.428,-0.673,-3.479,103.088,115.356
-1.025,0.550,-1.199,36.072,124.268,191.345
-1.052,0.687,-1.066,-15.320,21.667,150.391
-0.965,0.669,-0.936,-49.500,-111.328,74.707
-1.053,0.684,-0.657,-27.222,-207.031,3.174
-1.217,0.388,-0.146,-33.997,-220.703,-34.302
-1.286,0.274,-0.043,-77.454,-166.870,-22.400
-1.453,0.260,-0.095,-129.700,-86.426,15.076
-1.385,0.386,-0.414,-144.287,-27.771,43.762
-1.186,0.397,-0.569,-119.324,-18.433,49.927
-1.137,0.200,-0.301,-74.951,-35.156,51.086
-1.169,-0.058,0.123,-65.430,-28.442,63.354
